,album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
194,2014 Forest Hills Drive,7viNUmZZ8ztn2UB4XB3jIL,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,292986,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,80,0.302,0.696,0.521,0.0,10,0.0565,-8.465,0,0.332,100.0,0.458
195,Born Sinner,1NfrmcXk8xNennyxQ57JcW,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,209360,2wQVmS0j4xcSbEK8CLEgwz,Born Sinner,58,0.301,0.556,0.908,0.0,5,0.129,-4.759,0,0.245,158.151,0.715
196,Todo Dia É Dia de Comemorar,5XiNnLYcPvO01rU9BrtW6z,Supercombo,73HkjgziMO6I83vFOS8mo1,213103,2TCAdLDCBwiNU7BdGcX8NE,Todo Dia É Dia de Comemorar,40,0.00165,0.505,0.938,0.0,0,0.182,-3.981,1,0.116,145.018,0.535
197,Beacon,1G8PhvQ9hdNMag4mBOAPN3,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,223120,78XJJu79UWAK1vTrqdRqvh,Someday,3,8.84e-06,0.485,0.913,0.664,9,0.199,-4.614,0,0.0351,144.02,0.665
198,Vol. 3: The Subliminal Verses [Special Package],4ZDBQSIDIZRUBOG2OHcN3T,Slipknot,05fG473iIaoy82BF1aGhL8,252613,61mWefnWQOLf90gepjOCb3,Duality,74,0.000237,0.354,0.982,0.000294,4,0.204,-3.026,0,0.168,143.772,0.194
199,Section.80,13WjgUEEAQp0d9JqojlWp1,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,279854,4fVqQKbROkz8Z9FFJS7vls,HiiiPower,60,0.179,0.695,0.827,0.0,6,0.283,-5.742,0,0.282,81.024,0.538
200,Section.80,13WjgUEEAQp0d9JqojlWp1,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,168591,2b3KgzISdjZVNPJJ1945nw,Rigamortus,63,0.24,0.52,0.807,0.00257,2,0.199,-6.281,1,0.409,178.012,0.628
201,Section.80,13WjgUEEAQp0d9JqojlWp1,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,215509,2MYl0er3UZ1RlKwRb5LODh,A.D.H.D,69,0.33,0.609,0.799,0.0,9,0.108,-6.883,1,0.24,157.74,0.582
202,"good kid, m.A.A.d city (Deluxe)",748dZDqSZy6aPXKcI9H80u,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,313786,40wUM3LFZOlUcZfxEIZrYK,Swimming Pools (Drank) - Extended Version,64,0.123,0.716,0.485,2.69e-05,1,0.604,-7.745,1,0.404,74.132,0.26
203,"good kid, m.A.A.d city (Deluxe)",748dZDqSZy6aPXKcI9H80u,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,723573,1Z2FvDFZSDQ23s4BDqpWqZ,"Sing About Me, I'm Dying Of Thirst",55,0.303,0.654,0.753,8.08e-05,11,0.13,-7.556,0,0.395,110.722,0.371
204,Life After Death (Remastered Edition),7dRdaGSxgcBdJnrOviQRuB,The Notorious B.I.G.,5me0Irg2ANcsgc93uaYrpb,257399,4INDiWSKvqSKDEu7mh8HFz,Mo Money Mo Problems (feat. Mase & Puff Daddy) - 2014 Remastered Version,73,0.0128,0.845,0.884,2.1e-06,6,0.203,-4.506,0,0.0759,104.536,0.904
205,Ready To Die The Remaster,2HTbQ0RHwukKVXAlTmCZP2,The Notorious B.I.G.,5me0Irg2ANcsgc93uaYrpb,252746,2g8HN35AnVGIk7B8yMucww,Big Poppa,72,0.432,0.778,0.578,0.0,9,0.138,-7.22,0,0.274,84.487,0.758
206,Black Sands,5m1RkwKeU7MV0Ni6PH2lPy,Bonobo,0cmWgDlu9CwTgxPhf403hb,405040,1SBJ9LUxkalUVk6VmFRlma,Animals,44,0.245,0.336,0.628,0.396,4,0.547,-7.878,0,0.0272,134.993,0.312
207,Black Sands,5m1RkwKeU7MV0Ni6PH2lPy,Bonobo,0cmWgDlu9CwTgxPhf403hb,284800,6vcd0sKmiioXQKbcZPr7gq,Stay The Same,49,0.551,0.589,0.557,0.151,1,0.106,-7.493,0,0.0421,99.987,0.545
208,The Eminem Show,2cWBwpqMsDJC1ZUwz813lo,Eminem,7dGJo4pcD2V6oG8kP0tJRR,297893,4xkOaSrkexMciUUogZKVTS,'Till I Collapse,82,0.0757,0.572,0.853,0.0,1,0.0798,-3.203,1,0.217,171.297,0.102
209,Graduation,3SZr5Pco2oqKFORCP3WNj9,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,311866,6C7RJEIUDqKkJRZVWdkfkH,Stronger,73,0.00728,0.625,0.726,0.0,10,0.318,-7.731,0,0.155,103.98,0.483
210,Appeal To Reason,3smHEWBKoqDUFuJrV8BCg1,Rise Against,6Wr3hh341P84m3EI8qdn9O,242280,3asFGFY3uLjMDmML1p0tYm,Savior,70,0.00164,0.549,0.93,6.67e-05,5,0.39,-3.468,0,0.0487,112.447,0.526
211,Toxicity,6jWde94ln40epKIQCd8XUh,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,210240,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,78,0.000278,0.419,0.934,0.0015,7,0.132,-3.908,0,0.12,127.288,0.286
212,Vol. 3: The Subliminal Verses [Special Package],4ZDBQSIDIZRUBOG2OHcN3T,Slipknot,05fG473iIaoy82BF1aGhL8,278600,6wqJeItl3Vc3az4ZicSQAB,Before I Forget,72,0.0177,0.291,0.974,5.44e-06,6,0.886,-2.997,0,0.171,134.724,0.348
213,Pharmacy,4QcXq4vTVN7dFb7bZa9jG2,Galantis,4sTQVOfp9vEMCemLw50sbu,227073,46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),73,0.00711,0.506,0.805,0.00193,1,0.0856,-4.119,1,0.0469,126.008,0.383
214,The Rising Tied,5v4Vx9loqMQCS3J7OmP9pa,Fort Minor,7dWYWUbO68rXJOcyA7SpJk,230493,6ndmKwWqMozN2tcZqzCX4K,Remember The Name (feat. Styles Of Beyond),75,0.0583,0.688,0.835,2.87e-06,8,0.0795,-4.162,1,0.0911,84.858,0.88
215,Electric Ladyland,5z090LQztiqh13wYspQvKQ,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,240800,2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,75,0.00255,0.438,0.805,5.69e-05,8,0.0842,-6.237,1,0.0624,113.253,0.564
216,Are You Experienced,7rSZXXHHvIhF4yUFdaOCy9,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,210160,0NWPxcsf5vdjdiFUI8NgkP,Hey Joe,67,0.00603,0.346,0.768,0.38,9,0.0244,-5.695,1,0.0377,169.492,0.532
217,The Ride,6PrcsM0LNzEYEmxvLNTJQN,Catfish and the Bottlemen,2xaAOVImG2O6lURwqperlD,256306,1MoDk4XDqdX25GXaRfXY2O,7,15,0.000237,0.527,0.715,0.0034,10,0.101,-4.934,1,0.0437,155.102,0.3
218,Cage The Elephant,0KcRX7YkMZ4mwOkEiCb9zw,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,175493,5c5a2Ptu8eyIpljhQHjIqk,Ain't No Rest For The Wicked - Original Version,69,0.0597,0.635,0.914,0.0,0,0.601,-5.631,1,0.111,156.014,0.922
219,The Baron,7hXlLxJOUuZHZyYRrdJQCI,Jamie N Commons,2FsZnS8gQ8jG1HGnPYNlm9,218586,6YB9FPMp66TtLW9eDHcujI,Nina,23,0.171,0.418,0.586,0.0115,1,0.136,-6.395,0,0.0553,176.426,0.454
220,The Baron,7hXlLxJOUuZHZyYRrdJQCI,Jamie N Commons,2FsZnS8gQ8jG1HGnPYNlm9,223584,6OWVC6TXnczAnMmdu3JL7d,The Preacher,34,0.2,0.369,0.491,0.0,5,0.156,-7.124,0,0.0372,142.519,0.306
221,Sincerely,0HOofIzmgO1zaHMsoU475w,Stephen,64N1HzkQEXvjlJBQinWeu2,207462,1lRzHXieZLp1NNoqopBLkf,Line It Up,46,0.12,0.609,0.684,0.0,0,0.314,-4.113,0,0.205,169.765,0.411
222,Sincerely,0HOofIzmgO1zaHMsoU475w,Stephen,64N1HzkQEXvjlJBQinWeu2,270510,5lJH3o6AFW9Aig1CdRdAF1,Crossfire,57,0.459,0.323,0.558,2.81e-06,5,0.676,-5.292,0,0.337,73.552,0.199
223,Éter,5S71TKsxpeudKOiZ4smyrW,Scalene,4PTd1rpXV7XDffOuLY7M0z,191440,6DXcvox0ys7h4UuIVn8o51,Tiro Cego,33,0.015,0.245,0.671,2.58e-05,7,0.107,-5.122,0,0.0328,178.438,0.308
224,Real/Surreal (Deluxe),5QR2xVbwCNxOBgssCLEmhP,Scalene,4PTd1rpXV7XDffOuLY7M0z,224160,0JsI2lFXSpCHCarqE5RIid,Surreal,41,0.0617,0.325,0.79,0.00228,8,0.125,-6.333,1,0.0462,149.104,0.106
225,Crossfire,3CakJU3EC3DODlDAQMaGEu,Stephen,64N1HzkQEXvjlJBQinWeu2,270510,5HjBpej4uHPAX8sMeUFJms,Crossfire,65,0.459,0.323,0.558,2.81e-06,5,0.676,-5.292,0,0.337,73.552,0.199
226,Lights Out,7AuVEQu2oOB5QjjOS3dP6Q,Graveyard,0hU5urLse5h1Z0b4zQkovL,300320,3NOX7t8q3oOCJDOFF6nyea,20/20 (Tunnel Vision),0,0.126,0.382,0.522,0.00247,0,0.108,-7.661,1,0.0301,117.921,0.37
227,Lights Out,7AuVEQu2oOB5QjjOS3dP6Q,Graveyard,0hU5urLse5h1Z0b4zQkovL,211880,2WikKfo7uiTzhkpnlNDuJH,Fool in the End,0,0.0229,0.465,0.915,8.2e-06,7,0.149,-4.915,0,0.0485,126.786,0.478
228,To Pimp A Butterfly,5uP9oyMK5lpzbB7K6UeT3X,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,336013,08XAlO8SlW0MWgTDNYkG27,i,6,0.708,0.541,0.809,0.0,8,0.72,-4.286,1,0.324,120.094,0.753
229,To Pimp A Butterfly,5uP9oyMK5lpzbB7K6UeT3X,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,727106,1zXys0cNTefboiSz6U4vYO,Mortal Man,2,0.665,0.567,0.525,0.0,10,0.708,-9.043,0,0.75,86.935,0.416
230,To Pimp A Butterfly,5uP9oyMK5lpzbB7K6UeT3X,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,263360,5IVMqYdpCjoyaRkNLYlFqN,Complexion (A Zulu Love),5,0.566,0.665,0.558,4.57e-06,2,0.219,-7.863,0,0.303,89.953,0.37
231,To Pimp A Butterfly,5uP9oyMK5lpzbB7K6UeT3X,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,219333,33i0KOPBWURNW3l97a4QPy,Alright,13,0.0742,0.796,0.766,0.0,7,0.0827,-5.974,1,0.238,110.034,0.558
232,To Pimp A Butterfly,5uP9oyMK5lpzbB7K6UeT3X,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,300973,4xybr92r9x00MfLwQSvRDa,These Walls,8,0.11,0.752,0.489,3.57e-06,1,0.202,-5.233,1,0.137,108.005,0.373
233,To Pimp A Butterfly,5uP9oyMK5lpzbB7K6UeT3X,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,287360,77hlBnevpj8cbiH7sc0Iro,Wesley's Theory,6,0.359,0.509,0.787,2.76e-05,7,0.26,-6.754,1,0.265,114.449,0.507
234,Lights Out,7AuVEQu2oOB5QjjOS3dP6Q,Graveyard,0hU5urLse5h1Z0b4zQkovL,169573,3FO7DpY7fqzxkGbTIqTE3O,Goliath,0,0.00223,0.291,0.903,0.0833,0,0.186,-4.221,1,0.08,150.12,0.575
235,Lights Out,7AuVEQu2oOB5QjjOS3dP6Q,Graveyard,0hU5urLse5h1Z0b4zQkovL,166093,3UsjZRRGbFJ1GXfQRGAM0e,Endless Night,0,0.00665,0.325,0.901,0.183,5,0.16,-5.521,0,0.0562,112.806,0.44
236,Innocence & Decadence,58fHuT6aGtC3XquAaCsSC6,Graveyard,0hU5urLse5h1Z0b4zQkovL,275800,7dJVC2wjFU2xZlH5jwWWkQ,Stay for a Song,0,0.979,0.336,0.0259,9.44e-05,2,0.085,-17.945,0,0.0382,87.072,0.0372
237,Armandinho Ao Vivo Em Buenos Aires Vol.2,60kZBPA0zdwAhCdKIgFoNy,Armandinho,3h7RaVXBvdSNa7LXQtVYqH,230213,0hi2wvwYmiyPptQ6omXMZm,Outra Noite Que Se Vai,38,0.274,0.418,0.761,0.0,7,0.972,-7.504,1,0.0582,89.495,0.401
238,Armandinho Ao Vivo Em Buenos Aires Vol.2,60kZBPA0zdwAhCdKIgFoNy,Armandinho,3h7RaVXBvdSNa7LXQtVYqH,292240,7ExIslcrb1WMV0kuHCIpG5,Outra Vida,59,0.422,0.349,0.411,0.0,2,0.443,-10.581,0,0.0354,127.269,0.306
239,3Fs (Ao Vivo / Deluxe Version),1oaEpUzcT5FeAwoPJhC1pV,Projota,2zGf6lwQ9PxXdoeo5XXP2K,221226,6Vl9C894qRZomUryGm13Sa,O Homem Que Não Tinha Nada - Ao Vivo,2,0.336,0.37,0.822,0.0,1,0.936,-4.887,1,0.0615,159.923,0.727
240,Ela Só Quer Paz,71gRZE6rvUeNe8HysWajNb,Projota,2zGf6lwQ9PxXdoeo5XXP2K,174382,3mTUqLbtWm2DAEwvQTyu4d,Ela Só Quer Paz,13,0.0173,0.667,0.669,0.0,0,0.0737,-4.531,0,0.165,172.019,0.939
241,Oriente (Acústico),4pRmsv8T3XHrdf7EgT9mRJ,Oriente,0IVBT8qQNwvHLzOJL6kGpE,202611,1dx97DCWerlbM2Iw6wc9vf,"Linda, Louca e Mimada - Acústico",61,0.741,0.576,0.586,2.3e-06,1,0.333,-7.409,0,0.326,172.932,0.594
242,Oriente (Acústico),4pRmsv8T3XHrdf7EgT9mRJ,Oriente,0IVBT8qQNwvHLzOJL6kGpE,529597,2DgQLg0xllUwBwAtMsYiNH,Vagabundo Também Ama / Vida Longa Mundo Pequeno - Acústico,56,0.338,0.536,0.72,0.0,4,0.216,-6.932,0,0.311,80.214,0.514
243,To Pimp A Butterfly,5uP9oyMK5lpzbB7K6UeT3X,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,234693,1vffte5WTHIik37ePfJdo4,King Kunta,19,0.00589,0.884,0.657,0.0,6,0.154,-4.569,0,0.0977,107.059,0.489
244,To Pimp A Butterfly,5uP9oyMK5lpzbB7K6UeT3X,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,268493,7nv5sYNKHjk55fSJZVg6tk,u,4,0.26,0.406,0.798,0.0,11,0.461,-5.585,0,0.432,71.547,0.58
245,Jungle,6IH6co1QUS7uXoyPDv0rIr,Jungle,59oA5WbbQvomJz2BuRG071,213614,3kwRiuw2oJoArGs3EusCgn,Time,54,0.192,0.693,0.695,0.000925,5,0.489,-8.435,1,0.0446,120.015,0.553
246,Jungle,6IH6co1QUS7uXoyPDv0rIr,Jungle,59oA5WbbQvomJz2BuRG071,195293,43A8FeaAetF2Imc28DX29I,Julia,50,0.022,0.623,0.647,0.00108,10,0.109,-7.511,0,0.0301,107.996,0.277
247,Jungle,6IH6co1QUS7uXoyPDv0rIr,Jungle,59oA5WbbQvomJz2BuRG071,182025,5bdRDVqU4k8k2VrkwCKKQQ,Crumbler,45,0.328,0.667,0.781,0.753,6,0.1,-8.751,0,0.0399,100.024,0.968
248,Jungle,6IH6co1QUS7uXoyPDv0rIr,Jungle,59oA5WbbQvomJz2BuRG071,259554,4AvmSuHmHLgQaovHWX9vhm,Lemonade Lake,51,0.195,0.461,0.624,0.015,10,0.291,-9.409,0,0.039,96.119,0.253
249,Jungle,6IH6co1QUS7uXoyPDv0rIr,Jungle,59oA5WbbQvomJz2BuRG071,192405,6Pu1G8OV5m38PkLQHyZfPp,Platoon,48,0.0447,0.638,0.834,0.411,5,0.0624,-7.52,1,0.0417,100.038,0.777
250,Jungle,6IH6co1QUS7uXoyPDv0rIr,Jungle,59oA5WbbQvomJz2BuRG071,196052,49sqQIS868rKIy5NBUmJV6,The Heat,53,0.277,0.649,0.878,0.154,5,0.424,-7.754,0,0.0428,109.984,0.645
251,Jungle,6IH6co1QUS7uXoyPDv0rIr,Jungle,59oA5WbbQvomJz2BuRG071,184538,3MXCT4ZkB9ERTSiC9nXFSc,Accelerate,47,0.106,0.653,0.781,0.568,0,0.596,-7.433,1,0.0376,101.029,0.5
252,Jungle,6IH6co1QUS7uXoyPDv0rIr,Jungle,59oA5WbbQvomJz2BuRG071,181772,3g86N0SqyfxEVNMHlmW3RE,Busy Earnin',60,0.209,0.457,0.883,5.11e-06,10,0.0912,-5.61,0,0.0376,99.937,0.736
253,Speakerboxxx/The Love Below,00XMrHZoOsYLmiyx890axX,OutKast,1G9G7WwrXka3Z1r7aIDjI7,235213,5WQ1hIc5d2EVbRQ8qsj8Uh,Hey Ya! - Radio Mix / Club Mix,71,0.0588,0.719,0.967,0.000249,0,0.206,-2.435,1,0.0552,79.505,0.964
254,Speakerboxxx/The Love Below,1UsmQ3bpJTyK6ygoOOjG1r,OutKast,1G9G7WwrXka3Z1r7aIDjI7,369573,6bUNEbXT7HovLW6BgPCBsb,Roses,68,0.0481,0.751,0.708,1.83e-05,0,0.107,-5.645,1,0.0545,108.97,0.509
255,Pursuit (Deluxe Edition),5mVRC01Qquveqdnj2kR7E3,Stuck in the Sound,5sTzirFL1wjNa3GuSiUHsy,211453,6A2CuUqmHj3C3borUDhikx,Let's Go,0,0.00954,0.482,0.618,6.4e-05,11,0.186,-5.133,0,0.0299,89.445,0.262
256,Hisingen Blues,2Y4X3LkB7o7wH2BEsICwF5,Graveyard,0hU5urLse5h1Z0b4zQkovL,360586,3ULZR7RjHbgRTASob3gNTA,The Siren,0,0.273,0.408,0.471,0.00119,7,0.137,-6.969,0,0.0446,122.537,0.302
257,Port Of Morrow,4ZTcGoOrNro2aCAStXEjZi,The Shins,4LG4Bs1Gadht7TCrMytQUO,255400,48bo7uexDvAThcRDvEB2W7,Simple Song,61,0.0133,0.546,0.878,0.0,7,0.135,-5.137,1,0.0525,119.945,0.35
258,Cloud Nine,60rJ0Ae37c3Av6EuoKS4n9,Grant Bowtie,3jnJamJbsFzvFbEu58aPss,211481,3Zv7maR2hRGoIp3WWP18mW,Cloud Nine,36,0.0869,0.434,0.934,0.136,8,0.307,-2.898,1,0.344,160.112,0.492
259,Under Pressure (Deluxe),7crHYSrvEbTpE1v4H2BvXs,Logic,4xRYI6VqpkE3UwrDrAZL8L,282133,3FRWEyk822ckYhcFR44VWm,I'm Gone,2,0.534,0.581,0.729,0.0,1,0.131,-8.99,0,0.153,159.966,0.516
260,Under Pressure (Deluxe),7crHYSrvEbTpE1v4H2BvXs,Logic,4xRYI6VqpkE3UwrDrAZL8L,246773,5EKev1gGxmNlg6N3hSWXE1,Growing Pains III,2,0.467,0.513,0.732,0.0,4,0.443,-8.513,0,0.398,167.959,0.694
261,Under Pressure (Deluxe),7crHYSrvEbTpE1v4H2BvXs,Logic,4xRYI6VqpkE3UwrDrAZL8L,182800,45uyJlFCnV88MExlEZIXPe,Intro - Logic/Under Pressure,1,0.651,0.511,0.421,0.0,2,0.216,-10.854,1,0.0722,80.879,0.766
262,Under Pressure (Deluxe),7crHYSrvEbTpE1v4H2BvXs,Logic,4xRYI6VqpkE3UwrDrAZL8L,292933,64rAX8x9bDnFXn09weheMv,Soul Food,4,0.0509,0.48,0.863,0.0,6,0.319,-4.695,0,0.321,164.06,0.257
263,Under Pressure (Deluxe),7crHYSrvEbTpE1v4H2BvXs,Logic,4xRYI6VqpkE3UwrDrAZL8L,337746,7cj7vEylXFN6Lfjj183A3f,Buried Alive,4,0.0977,0.759,0.826,2.07e-05,3,0.275,-6.627,0,0.0613,139.943,0.545
264,Under Pressure (Deluxe),7crHYSrvEbTpE1v4H2BvXs,Logic,4xRYI6VqpkE3UwrDrAZL8L,218280,3pLyXvLtqWXA6Xzeq9PoCX,Alright,7,0.05,0.801,0.691,6.49e-06,11,0.0763,-5.27,1,0.0491,127.041,0.134
265,Under Pressure (Deluxe),7crHYSrvEbTpE1v4H2BvXs,Logic,4xRYI6VqpkE3UwrDrAZL8L,240586,39Q27NGvm812YC9PJkXTSi,Driving Ms Daisy,3,0.368,0.657,0.826,1.42e-06,9,0.104,-4.631,0,0.0597,159.991,0.529
266,Under Pressure (Deluxe),7crHYSrvEbTpE1v4H2BvXs,Logic,4xRYI6VqpkE3UwrDrAZL8L,295360,4vmWs0Swtl5751HjIwrDV3,Metropolis,2,0.453,0.491,0.856,0.0,8,0.0978,-5.387,1,0.128,167.953,0.835
267,The Incredible True Story,4eqgDEEkD4QZijmUn0dns5,Logic,4xRYI6VqpkE3UwrDrAZL8L,287400,5veIeQ8tk07IlIp34NeI8s,Fade Away,7,0.261,0.698,0.774,0.000591,1,0.296,-2.826,1,0.229,75.968,0.518
268,The Incredible True Story,4eqgDEEkD4QZijmUn0dns5,Logic,4xRYI6VqpkE3UwrDrAZL8L,211573,22EbvbXnPwpF9lQtdJG61C,Young Jesus,6,0.0919,0.661,0.905,0.0,10,0.124,-3.403,0,0.166,95.248,0.425
269,The Incredible True Story,4eqgDEEkD4QZijmUn0dns5,Logic,4xRYI6VqpkE3UwrDrAZL8L,416693,3H1FJw9UQl02K04PbGrAtt,The Incredible True Story,1,0.0543,0.415,0.773,0.00567,1,0.487,-7.244,1,0.0872,96.355,0.398
270,Under Pressure (Deluxe),7crHYSrvEbTpE1v4H2BvXs,Logic,4xRYI6VqpkE3UwrDrAZL8L,203506,7o36Aeu28yWmSkjgB8pRLm,Nikki,5,0.06,0.669,0.721,0.0,10,0.147,-7.507,0,0.0315,98.044,0.618
271,Under Pressure (Deluxe),7crHYSrvEbTpE1v4H2BvXs,Logic,4xRYI6VqpkE3UwrDrAZL8L,559533,6FRYPa96zxEYdxbiMzFCcy,Under Pressure,5,0.229,0.689,0.85,0.0,1,0.102,-5.552,1,0.253,83.985,0.537
272,The Incredible True Story,4eqgDEEkD4QZijmUn0dns5,Logic,4xRYI6VqpkE3UwrDrAZL8L,199573,2gOYY2glUc6XMTnzBG59I4,Stainless,4,0.0712,0.7,0.891,6.01e-06,2,0.271,-4.988,1,0.0364,139.993,0.605
273,Under Pressure (Deluxe),7crHYSrvEbTpE1v4H2BvXs,Logic,4xRYI6VqpkE3UwrDrAZL8L,312360,34ss352Tteyb472m8wIM3I,Till The End,6,0.199,0.596,0.737,0.0,1,0.086,-6.25,1,0.253,151.946,0.185
274,The Incredible True Story,4eqgDEEkD4QZijmUn0dns5,Logic,4xRYI6VqpkE3UwrDrAZL8L,208666,0HHvRJqPIoaCe934zxaM73,Lord Willin',5,0.129,0.641,0.861,0.000207,6,0.0544,-4.571,0,0.0494,170.083,0.587
275,The Incredible True Story,4eqgDEEkD4QZijmUn0dns5,Logic,4xRYI6VqpkE3UwrDrAZL8L,232693,0s0EEoHLJpzO8mGMh5Ctio,Like Woah,4,0.0369,0.724,0.904,0.00643,4,0.6,-4.468,0,0.0401,107.007,0.385
276,The Incredible True Story,4eqgDEEkD4QZijmUn0dns5,Logic,4xRYI6VqpkE3UwrDrAZL8L,247133,4npTFQuKygDyXdExVLJ2de,Never Been,3,0.0976,0.459,0.781,1.26e-05,10,0.573,-6.122,0,0.059,98.848,0.629
277,Kiss Me Thru The Phone,2ndsaJGQOZI0U9dELkHAeY,Soulja Boy,6GMYJwaziB4ekv1Y6wCDWS,194306,0nDqJMKcSTtYlGK6OQ3sLC,Kiss Me Thru The Phone,5,0.0158,0.757,0.721,0.0,7,0.144,-3.757,1,0.0986,149.984,0.807
278,O Glorioso Retorno de Quem Nunca Esteve Aqui,3NOxGBXC0ZvKaH7ZybX7Cp,Emicida,2d9LRvQJnAXRijqIJDDs2K,303226,0T5YM3wQ7WEIGrrbVZSo5r,Nóiz,0,0.171,0.727,0.885,0.0,8,0.317,-3.858,0,0.347,159.837,0.884
279,In Between Dreams,2B9q4KPjOEYu885Keo9dfX,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,207680,2iXdwVdzA0KrI2Q0iZNJbX,Better Together,74,0.298,0.871,0.346,9.24e-06,5,0.108,-9.481,1,0.0522,110.049,0.659
280,In Between Dreams,2B9q4KPjOEYu885Keo9dfX,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,191906,0BgbobvykXxEvxo2HhCuvM,Banana Pancakes,69,0.602,0.814,0.373,1.75e-05,7,0.0931,-8.017,1,0.116,114.55,0.632
281,Stories,5ttIIMPWCp2bvwsdAPcEXC,Avicii,1vCWHaC5f2uS3yhpwWbIA6,171960,3uiQ8zYvOqOO9uBfhXdiKB,Pure Grinding,13,0.0774,0.71,0.754,6.44e-06,2,0.105,-3.427,1,0.0552,104.019,0.324
282,Nó na Orelha,2PO0WJo5C1JIRIcRhlJvyr,Criolo,37ZflmHTdxkSLQuT8w9NBs,280032,6ROhm6gtkd6SDets7Jz9d6,Não Existe Amor em Sp,14,0.391,0.604,0.412,0.016,5,0.0759,-9.527,0,0.0422,142.002,0.346
283,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",3yL5ycWxUuHDmclfEWOe5k,Emicida,2d9LRvQJnAXRijqIJDDs2K,221626,7cnm6MnAwwnf52Jy47WTGN,Passarinhos (feat. Vanessa Da Mata),59,0.048,0.752,0.678,0.0,1,0.0971,-6.261,0,0.123,159.97,0.689
284,O Glorioso Retorno de Quem Nunca Esteve Aqui,3NOxGBXC0ZvKaH7ZybX7Cp,Emicida,2d9LRvQJnAXRijqIJDDs2K,194080,3smAgmJxNDQ181WxykydQb,Hoje Cedo,0,0.0411,0.619,0.829,0.0,1,0.169,-4.936,1,0.343,80.798,0.551
285,O Glorioso Retorno de Quem Nunca Esteve Aqui,3NOxGBXC0ZvKaH7ZybX7Cp,Emicida,2d9LRvQJnAXRijqIJDDs2K,150320,7d8sqXhIwIJltlGHL47ASh,Levanta e Anda,0,0.0798,0.614,0.94,0.0,9,0.402,-4.071,1,0.303,89.967,0.772
286,St. Elsewhere,5I0Wf7lRLZArM1K2uQ1AEA,Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,185413,0eO7SWs88desmou6tFqW36,Smiley Faces,46,0.00924,0.558,0.884,0.0,10,0.33,-2.647,0,0.0376,86.985,0.622
287,Southpaw (Music From And Inspired By The Motion Picture),5pqnv0aiizL6F4mmVkniKM,Denaun Porter,4NhyK1Uoo8ScQOSl8x0jqI,233092,621VdL40nrnHWQD3QRf83z,This Corner,1,0.0553,0.822,0.703,0.00313,1,0.0846,-5.538,1,0.213,126.593,0.709
288,Peace Is The Mission: Extended,0OY2WzmmPG8yRZzmMeTX9N,Major Lazer,738wLrAtLtCtFOLvQBXOXp,166138,6lDo13SSgTv0WbyUQKgnjk,Light It Up (feat. Nyla & Fuse ODG) - Remix,59,0.0369,0.736,0.879,0.000736,9,0.233,-3.782,0,0.0696,107.976,0.757
289,channel ORANGE (Explicit Version),623Ef2ZEB3Njklix4PC0Rs,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,200746,5mphdlILgAq3vh1MSvAJTS,Thinkin Bout You,70,0.384,0.716,0.349,0.00222,0,0.098,-11.203,1,0.0498,129.795,0.203
290,channel ORANGE (Explicit Version),623Ef2ZEB3Njklix4PC0Rs,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,194840,6RBAJlxHY9Ulvw2y7yk4aX,Forrest Gump,60,0.0761,0.685,0.404,0.000846,9,0.386,-7.888,1,0.0327,94.988,0.194
