,album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
482,AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,272386,2UzMpPKPhbcC8RbsmuURAZ,Do I Wanna Know?,45,0.174,0.55,0.532,0.000347,5,0.218,-7.591,1,0.032,85.032,0.41
483,AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,201733,7Jzsc04YpkRwB1zeyM39wE,R U Mine?,40,0.00708,0.509,0.763,0.0,11,0.224,-5.724,0,0.0302,97.076,0.635
484,AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,206040,7Hk6vSplBGJ6zK9GcGgeIa,One for the Road,31,0.24,0.414,0.664,0.0656,0,0.288,-6.87,1,0.0379,183.67,0.863
485,AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,184346,1bOxsHWMVCf3vAfFMZJvGi,I Want It All,27,0.000824,0.507,0.847,0.0601,5,0.067,-5.591,1,0.0339,131.017,0.384
486,AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,257573,0pKrMTlDlW54abYkdBsgxj,Knee Socks,31,0.137,0.669,0.54,0.00374,11,0.339,-8.322,0,0.0339,97.993,0.549
487,AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,184026,0ryEyJ994SqdJwGJXyS1SF,I Wanna Be Yours,36,0.124,0.483,0.42,0.0163,0,0.107,-9.403,0,0.0272,135.175,0.435
488,AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,192880,63otWg6eWBt3ldXFtDJiXN,Snap Out of It,35,0.194,0.721,0.627,0.0,5,0.112,-6.471,0,0.0332,130.012,0.901
489,AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,161133,4kTd0TND65MUY4BlcmJ2cM,Why'd You Only Call Me When You're High?,39,0.0423,0.698,0.627,7.16e-06,2,0.0834,-6.481,1,0.036,91.989,0.796
490,Suck It and See,7wq5vhqramVPzjArlmr70k,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,225986,4tBgcKC4ulR8KKQDzh8ViW,Suck It and See,0,0.00105,0.339,0.932,0.114,4,0.255,-5.017,1,0.057,128.291,0.586
491,Elephant,0rRNLpdA8nA8Sm8Fk490b9,The White Stripes,4F84IBURUo98rz4r61KF70,231920,3m6KkYKdnbffMpGd9Pm9FP,Seven Nation Army,78,0.00666,0.745,0.466,0.35,4,0.272,-7.62,0,0.0864,123.889,0.303
492,Room On Fire,3HFbH1loOUbqCyPsLuHLLh,The Strokes,0epOFNiUfyON9EYx7Tpr6V,219753,57Xjny5yNzAcsxnusKmAfA,Reptilia,68,0.000563,0.486,0.666,0.789,9,0.101,-5.084,1,0.033,157.992,0.741
493,Is This It,2yNaksHgeMQM9Quse463b5,The Strokes,0epOFNiUfyON9EYx7Tpr6V,193506,7kzKAuUzOITUauHAhoMoxA,Last Nite,70,0.0285,0.624,0.91,0.000198,0,0.0789,-5.703,1,0.0297,104.042,0.767
494,Angles,6Jx4cGhWHewTcfKDJKguBQ,The Strokes,0epOFNiUfyON9EYx7Tpr6V,235546,6u0x5ad9ewHvs3z6u9Oe3c,Under Cover of Darkness,65,0.00419,0.357,0.775,0.285,11,0.0676,-3.364,1,0.054,199.853,0.589
495,Franz Ferdinand,0mUEGMT2YlzCWGeWOJjBKD,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,237026,6ooluO7DiEhI1zmK94nRCM,Take Me Out,74,0.000423,0.278,0.676,0.000899,9,0.136,-8.821,1,0.0371,104.545,0.494
496,Built on Glass,2ytxqdwQ0Hn9JeQmcIWHuh,Chet Faker,2Q0MyH5YMI5HPQjFjlq5g3,285255,1g7zNtcGrWt8gcBRwDQEkf,Gold,62,0.397,0.502,0.507,0.000744,1,0.151,-9.296,1,0.0707,139.931,0.21
497,Junk Of The Heart,1VGaygrbOjkte4Ca81nEeQ,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,210453,2npeMAnR3c6kqVSBYD5N3d,Is It Me,37,0.0181,0.307,0.876,2.65e-05,11,0.111,-6.336,1,0.0813,157.611,0.496
498,Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,158346,3aABdPd96JkyvI9ZmHPLIZ,See The World,44,0.000169,0.303,0.962,6.71e-06,7,0.388,-4.021,1,0.166,160.53,0.703
499,Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,208973,2Uf9WTBWMA8S9Lh3k3Rui6,Ooh La,61,0.0263,0.545,0.873,9.1e-05,10,0.145,-5.193,0,0.0825,150.841,0.748
500,Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,155146,3fRVgnVO9c973OIoWwN3V2,You Don't Love Me,47,0.0037,0.321,0.933,0.0,11,0.108,-4.033,0,0.0539,166.53,0.718
501,Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,189567,12neqgXbe73JFQUhv9fgjO,Matchbox,47,0.00725,0.355,0.845,0.0,8,0.112,-5.11,0,0.0899,87.311,0.865
502,Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,121213,0qTxFpgEYqZyqk7aNTyf1y,If Only,41,0.0235,0.181,0.912,0.0,2,0.321,-4.694,1,0.166,201.158,0.701
503,Greatest Hits [International Version (Explicit)],0SvLzQZVwLWoY7p7zUcvxs,blink-182,6FBDaR13swtiWwGhX1WQsP,226905,6rFKHZniKTOhcYnw5T55Bw,I Miss You,5,0.00123,0.657,0.781,5.56e-06,11,0.0841,-6.618,1,0.0341,110.02,0.673
504,Neighborhoods (Deluxe Explicit Version),4k3DHfY2FpJIld23bTgtrN,blink-182,6FBDaR13swtiWwGhX1WQsP,206133,1oRXq9KvTvZQ0yXvO6OBXE,After Midnight,46,0.00758,0.539,0.871,6.97e-06,9,0.0188,-5.068,1,0.0466,167.992,0.894
505,Música Popular Caiçara (Ao Vivo),3T1n2CfGfA9W5uGhAa7YrU,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,115031,1ww10gxfD87Khtj83FY9x8,O Coro Vai Comê (Ao Vivo),31,0.00296,0.351,0.997,0.0195,0,0.796,-2.448,0,0.185,182.408,0.491
506,Selvagens à Procura de Lei,5SKgdaHdwVTQtCR6fjp5hh,Selvagens à Procura de Lei,093ybF4c81CndQe6qWtc8S,161626,4hZDBvGYod7LCKzyknm9nz,Brasileiro,0,0.1,0.406,0.924,1.51e-06,8,0.325,-5.351,1,0.181,103.764,0.792
507,The Colour And The Shape (Expanded Edition),30ly6F6Xl0TKmyBCU50Khv,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,250546,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,75,5.96e-05,0.412,0.882,0.00031,11,0.0805,-5.54,0,0.0369,158.066,0.356
508,"Echoes, Silence, Patience & Grace",3ilXDEG0xiajK8AbqboeJz,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,269373,7x8dCjCr0x6x2lXKujYD34,The Pretender,75,0.000917,0.433,0.959,0.0,9,0.028,-4.04,1,0.0431,172.984,0.365
509,Experience Hendrix: The Best Of Jimi Hendrix,2vfiwvlxOBNBohRXfvlMtY,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,171426,4BYGxv4rxSNcTgT3DsFB9o,Purple Haze,53,0.00627,0.529,0.898,0.728,2,0.0668,-5.249,1,0.0786,108.599,0.434
510,Experience Hendrix: The Best Of Jimi Hendrix,2vfiwvlxOBNBohRXfvlMtY,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,209813,3VMMmMR4IYL28n7oKHyUoD,Hey Joe,50,0.00351,0.349,0.757,0.329,9,0.0332,-5.659,1,0.0359,166.717,0.569
511,Steppenwolf,6GLHwIp1K3u1zdLOdPRG0W,Steppenwolf,1WRM9i067hd2ujxxi8FI3m,210373,63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,70,0.262,0.438,0.71,0.537,2,0.221,-12.412,1,0.0919,145.928,0.53
512,Kindred,5vHUSuZ5xizxS3zfr3SKkq,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,230973,7GyDcM22nxCJHcQa11fbYk,Where the Sky Hangs,49,0.0336,0.819,0.681,2.08e-06,8,0.1,-6.423,1,0.0308,108.989,0.93
513,Gossamer,14JU5SskmcyckE5I8PY6lv,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,264493,4Sfa7hdVkqlM8UW5LsSY3F,Take a Walk,66,0.0338,0.566,0.755,0.0,11,0.315,-5.526,1,0.0368,101.006,0.445
514,Hotel Cabana (Deluxe Version),6ubgnzYckmWTNuCpc5Di5i,Naughty Boy,1bT7m67vi78r2oqvxrP3X5,222200,3wPPWcVuinAU7dXcJXtCID,La La La,64,0.107,0.772,0.65,1.13e-06,6,0.0905,-5.202,0,0.0306,125.082,0.262
515,"Hurry up, We're Dreaming",5lZrn6dy53gXNatTjgiIoi,M83,63MQldklfxkjYDoUE4Tppz,243960,29U1azNyQN2vSqIquF9srD,Midnight City,12,0.0182,0.507,0.729,1.4e-06,11,0.0658,-5.399,0,0.0393,105.013,0.272
516,New Eyes,0dNt3MfPrvj6mHmajSuahw,Clean Bandit,6MDME20pz9RveH9rEXvrOM,227833,61dCUoMCg28qEBzrW6htYM,Rather Be (feat. Jess Glynne),67,0.162,0.799,0.586,2.03e-06,11,0.193,-6.735,1,0.0377,120.97,0.549
517,Electracoustic (Electronic Acoustic),5EGOZe9BcPZQ7W6IiAkZQg,Peter Bjorn and John,6u11Qbko2N2hP4lTBYjX86,281120,2C05mj3y2hFJHJPlSI1vGo,Young Folks,5,0.0163,0.698,0.746,0.000803,0,0.116,-7.986,1,0.0382,138.137,0.638
518,Vitória,4rNXhdCHC8NncBBfvPbOXY,Dead Fish,7Lvg39k5XgXevGR767ikYI,171426,3RDZTFpR9yUQK5i7388iDf,912 Passos,29,0.00125,0.336,0.996,0.0,5,0.372,-3.432,0,0.158,101.254,0.418
519,A Arte do Insulto,2JOTr7R44QiDGLYFwrfFwt,Matanza,5OlITTCPCIxWOa3TEpemuF,180333,2UX8moWR8EvEr2DKitSpmu,Clube Dos Canalhas,47,7.01e-05,0.451,0.947,6.1e-05,4,0.25,-4.115,1,0.0725,156.18,0.815
520,Fundamental - Matanza,7n8VY0OjVAZuo4QlHCRkMM,Matanza,5OlITTCPCIxWOa3TEpemuF,169093,5DIZryXN98LQkCqlxpVXyU,Bom É Quando Faz Mal,38,0.0192,0.504,0.972,0.0,5,0.359,-2.368,1,0.0546,168.012,0.665
521,Nem Sempre Tão Normal,6wJZJefHbMkopxKuLCFirf,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,203826,6KrDeVGu3LZpZRDzebWXkY,Meu Precioso,28,5.65e-05,0.346,0.845,0.0,11,0.197,-4.578,0,0.0311,144.365,0.567
522,Nem Sempre Tão Normal,6wJZJefHbMkopxKuLCFirf,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,193093,5tRmY20HtEb4Vc56FuMsaX,Dilema,27,6.31e-05,0.615,0.706,1.65e-06,6,0.111,-4.751,1,0.0405,147.03,0.781
523,O Pensamento É um Imã,7iwccef4QzL2W8ZJmtZW7n,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,103818,183dmxsVBTqXz6QYPM0P6b,Eu Gastei,18,0.14,0.299,0.973,0.000886,2,0.0966,-3.724,1,0.126,187.545,0.662
524,Nem Sempre Tão Normal,6wJZJefHbMkopxKuLCFirf,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,168626,4xT5yG107vSqVLKxq2NMk6,Lado Ruim Pt. Ii,18,0.000463,0.287,0.86,0.0,2,0.0998,-5.258,1,0.0481,171.837,0.522
525,Nem Sempre Tão Normal,6wJZJefHbMkopxKuLCFirf,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,171746,5SqiD82UJWdyXfpwOCtz8K,"Fora, Mônica",31,7.51e-05,0.38,0.706,0.0,11,0.178,-5.555,0,0.0286,133.217,0.738
526,O Pensamento É um Imã,7iwccef4QzL2W8ZJmtZW7n,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,193462,7zH2cCP5YgcxxXqJv8bR4W,Radioatividade,33,0.00593,0.236,0.833,0.0,3,0.295,-5.794,1,0.0464,160.449,0.526
527,O Pensamento É um Imã,7iwccef4QzL2W8ZJmtZW7n,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,178355,0AzqSUuCrdarY2vMIVE9MQ,Silas,28,0.00105,0.405,0.927,0.0,7,0.341,-4.762,1,0.0836,152.971,0.409
528,O Pensamento É um Imã,7iwccef4QzL2W8ZJmtZW7n,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,234997,3skv0Lg9u0Tqkoqqnb7hR9,Nostalgia,44,0.00296,0.427,0.508,0.0,9,0.091,-6.527,0,0.0305,80.976,0.388
529,Leftoverture,7MejfRSNnrpcLZIxkeZDqR,Kansas,2hl0xAkS2AIRAu23TVMBG1,323000,4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,72,0.00316,0.483,0.786,8.86e-05,7,0.446,-5.735,1,0.0319,126.748,0.793
530,The Dark Side Of The Moon (2011 Remastered Version),6uGYCZLXw3wPFOSYcqLz9F,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,382834,1SwE3FURO4wYshsLRggtfv,Money - 2011 Remastered Version,12,0.0241,0.469,0.537,0.00201,9,0.269,-10.421,1,0.152,124.193,0.783
531,Beacon,1G8PhvQ9hdNMag4mBOAPN3,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,187720,6EuSqrL9s4PywYiKPtDuT0,Sun,16,0.00982,0.649,0.533,0.000364,4,0.111,-5.426,0,0.0284,96.973,0.611
532,Hector's Mix Tape,0QluVU5ReXs7oI1ZyS101F,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,177400,3InbeZjHjrCOZKAwq8QR0E,I Can Talk,42,3.12e-05,0.479,0.724,0.096,9,0.217,-5.248,0,0.213,162.965,0.671
533,Oracular Spectacular,6mm1Skz3JE6AXneya9Nyiv,MGMT,0SwO7SWeDHJijQ3XNS7xEE,229640,3FtYbEfBqAlGO46NUDQSAt,Electric Feel,74,0.0714,0.763,0.807,0.28,1,0.348,-3.714,1,0.035,103.038,0.559
534,Oracular Spectacular,6mm1Skz3JE6AXneya9Nyiv,MGMT,0SwO7SWeDHJijQ3XNS7xEE,302840,1jJci4qxiYcOHhQR247rEU,Kids,75,0.00076,0.451,0.931,0.0049,9,0.361,-3.871,1,0.0719,122.961,0.172
535,Torches,7Kmmw7Z5D2UD5MVwdm10sT,Foster The People,7gP3bB2nilZXLfPHJhMdvc,238786,3u1Er1rkjn1oSz1xdZH3ZD,Call It What You Want,62,0.0483,0.641,0.967,0.000276,5,0.442,-4.289,0,0.0601,113.017,0.725
536,Supermodel,22cFcAQkydpTzeSKQZEKv0,Foster The People,7gP3bB2nilZXLfPHJhMdvc,267826,7tvOve5IkjYenvqScZ75iQ,Best Friend,57,0.00933,0.651,0.866,0.0,1,0.113,-3.831,1,0.0584,113.945,0.801
537,Torches,7Kmmw7Z5D2UD5MVwdm10sT,Foster The People,7gP3bB2nilZXLfPHJhMdvc,202466,5Fli1xRi01bvCjsZvKWro0,Houdini,67,0.00762,0.632,0.908,0.000172,8,0.167,-3.511,1,0.0458,110.024,0.764
538,Black Sands,5m1RkwKeU7MV0Ni6PH2lPy,Bonobo,0cmWgDlu9CwTgxPhf403hb,408960,6uoM7KHsyJsHZqBQHKjQbc,Black Sands,55,0.732,0.525,0.499,0.936,0,0.0966,-9.023,0,0.0246,87.989,0.338
539,Flashlight EP,1Gb1MCvhe6uBJrO1Vb8FlR,Bonobo,0cmWgDlu9CwTgxPhf403hb,330089,0CPEvRFKdvpK0veEeY56T6,Flashlight,48,0.0707,0.679,0.95,0.948,0,0.114,-6.76,1,0.0614,119.905,0.0495
540,The North Borders,7sN6lCgPf1rbZYmA3edMKv,Bonobo,0cmWgDlu9CwTgxPhf403hb,278293,2Yz2Z1ENB85nYrK3Rg2qxO,First Fires,49,0.385,0.606,0.408,0.29,8,0.437,-10.539,1,0.0362,110.01,0.211
541,Black Sands,5m1RkwKeU7MV0Ni6PH2lPy,Bonobo,0cmWgDlu9CwTgxPhf403hb,230306,7sqii6BhIDpJChYpU3WjwS,Kiara,54,0.195,0.595,0.788,0.202,3,0.153,-10.128,0,0.363,97.012,0.414
542,Black Sands,5m1RkwKeU7MV0Ni6PH2lPy,Bonobo,0cmWgDlu9CwTgxPhf403hb,237826,7Cg3F9ZsZ2TYUnlza49NYh,Kong,57,0.173,0.542,0.749,0.942,6,0.315,-8.333,0,0.0277,94.031,0.674
543,Awake,7HWdGPosPkb9GY5MOgLgSW,Tycho,5oOhM2DFWab8XhSdQiITry,226911,1vdN00jfVssgwJBMwmSAoT,Spectre,44,0.497,0.651,0.72,0.903,5,0.114,-7.278,0,0.0396,128.017,0.39
544,Awake,7HWdGPosPkb9GY5MOgLgSW,Tycho,5oOhM2DFWab8XhSdQiITry,277559,4yX50PMifhGzVEo1wv3guc,L,47,0.0309,0.549,0.663,0.888,5,0.0938,-7.555,0,0.0464,114.494,0.245
545,Dive,3I3PmRvn5iFY8i6zzvEcci,Tycho,5oOhM2DFWab8XhSdQiITry,173337,18rXOovmohAMcFwUPAUAN2,Melanine,49,0.857,0.444,0.47,0.929,8,0.0901,-8.876,0,0.0314,146.318,0.086
546,Dive,3I3PmRvn5iFY8i6zzvEcci,Tycho,5oOhM2DFWab8XhSdQiITry,316919,6koWevx9MqN6efQ6qreIbm,A Walk,57,0.329,0.659,0.716,0.909,9,0.127,-7.816,1,0.0317,139.952,0.382
547,Awake,7HWdGPosPkb9GY5MOgLgSW,Tycho,5oOhM2DFWab8XhSdQiITry,283636,2qC1sUo8xxRRqYsaYEdDuZ,Awake,58,0.0585,0.552,0.878,0.892,1,0.0746,-5.767,1,0.0353,176.057,0.598
548,Little Queen,2kQfdicVfZex5ngOOLiIDy,Heart,34jw2BbxjoYalTp8cJFCPv,262853,27BiHcQDEkxVn69zy1t3Es,Barracuda,1,0.00368,0.51,0.926,0.0365,4,0.137,-4.073,0,0.0613,137.374,0.6
549,Ten,5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,342653,5Xak5fmy089t0FYmh3VJiY,Black,73,0.323,0.36,0.684,0.0,4,0.34,-6.457,0,0.0308,77.15,0.2
550,Ten,5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,318226,62nQ8UZVqR2RMvkJHkcO2o,Jeremy,70,0.0404,0.285,0.846,0.0,2,0.182,-6.472,1,0.0438,108.808,0.287
551,High Voltage,19AUoKWRAaQYrggVvdQnqq,AC/DC,711MCceyCBcFnzjGY4Q7Un,214666,7LRMbd3LEoV5wZJvXT1Lwb,T.N.T.,75,0.153,0.754,0.759,0.000114,9,0.101,-5.218,1,0.302,126.367,0.435
552,Highway to Hell,10v912xgTZbjAtYfyKWJCS,AC/DC,711MCceyCBcFnzjGY4Q7Un,208400,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,81,0.0591,0.573,0.913,0.00173,6,0.156,-4.793,0,0.132,115.715,0.422
553,Back In Black,6mUdeDZCsExyJLMdAfDuwh,AC/DC,711MCceyCBcFnzjGY4Q7Un,255493,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,81,0.011,0.31,0.7,0.00965,9,0.0828,-5.678,1,0.047,188.386,0.763
554,The Razors Edge,4vu7F6h90Br1ZtYYaqfITy,AC/DC,711MCceyCBcFnzjGY4Q7Un,292880,57bgtoPSgt236HzfBOd8kj,Thunderstruck,79,0.000147,0.501,0.889,0.0114,4,0.217,-5.175,1,0.0364,133.519,0.257
555,Ten,5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,292580,6QewNVIDKdSl8Y3ycuHIei,Even Flow,72,0.00178,0.394,0.944,4.54e-06,10,0.298,-6.506,0,0.0761,105.338,0.265
556,Ten,5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,340907,1L94M3KIu7QluZe63g64rv,Alive,74,0.00752,0.284,0.875,0.000461,11,0.402,-6.069,0,0.0422,75.009,0.595
557,Is This It,2k8KgmDp9oHrmu0MIj4XDE,The Strokes,0epOFNiUfyON9EYx7Tpr6V,183440,7hm4HTk9encxT0LYC0J6oI,Someday,66,0.00425,0.538,0.52,0.0,9,0.367,-7.46,1,0.0299,106.031,0.678
558,Led Zeppelin IV,1Ugdi2OTxKopVVqsprp5pb,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,478173,51pQ7vY7WXzxskwloaeqyj,Stairway To Heaven,66,0.575,0.346,0.335,0.00674,7,0.185,-12.453,1,0.0339,84.204,0.213
559,Vitalogy,5pd9B3KQWKshHw4lnsSLNy,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,268586,2B98ljvzqpCVgt5reTHq28,Better Man - Remastered,64,0.165,0.445,0.671,1.56e-05,2,0.0791,-7.937,1,0.0387,125.712,0.267
560,Led Zeppelin II,70lQYZtypdCALtFVlQAcvx,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,333893,0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love,75,0.0484,0.412,0.902,0.131,9,0.405,-11.6,1,0.405,89.74,0.422
561,Live at River Plate,4H6JMsvxmh0U7VBYiWiyLa,AC/DC,711MCceyCBcFnzjGY4Q7Un,357586,6bZQwL1KmpE3y4TH3jIVgr,Whole Lotta Rosie - Live at River Plate,47,6.13e-05,0.179,0.968,3.27e-05,1,0.948,-4.46,1,0.0948,150.936,0.256
562,Led Zeppelin II,70lQYZtypdCALtFVlQAcvx,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,263333,3MODES4TNtygekLl146Dxd,Ramble On,68,0.072,0.468,0.607,0.000852,9,0.225,-11.367,1,0.0336,98.429,0.886
563,Dreamboat Annie,2N0AgtWbCmVoNUl2GN1opH,Heart,34jw2BbxjoYalTp8cJFCPv,293440,5zH710lFSLtkHbMkslLDjR,Crazy On You,62,0.116,0.427,0.459,0.000103,9,0.132,-12.442,0,0.0332,129.878,0.383
