album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Awake,7HWdGPosPkb9GY5MOgLgSW,Tycho,5oOhM2DFWab8XhSdQiITry,283636,2qC1sUo8xxRRqYsaYEdDuZ,Awake,61,0.0585,0.552,0.878,0.892,1,0.0746,-5.767,1,0.0353,176.057,0.598
Awake,7HWdGPosPkb9GY5MOgLgSW,Tycho,5oOhM2DFWab8XhSdQiITry,226911,1vdN00jfVssgwJBMwmSAoT,Spectre,47,0.497,0.651,0.72,0.903,5,0.114,-7.278,0,0.0396,128.017,0.39
Roses,0hCFj8MuBj1jSMSOoM5U3n,Deon Custom,0IgqyBnmTWYYN4e8IjLb41,220987,0oWO6fBIJYr9YSGtZ0pS4v,Roses,0,0.00341,0.427,0.903,0.744,11,0.112,-4.935,0,0.0378,138.545,0.166
Together,5UamZmMd1ssQQIZM9EbDjz,Deon Custom,0IgqyBnmTWYYN4e8IjLb41,245591,2Jjb32TIIno8Tv1aPwBe3W,Together,0,0.00804,0.488,0.888,0.768,0,0.189,-7.522,0,0.0656,141.975,0.253
Build the Cities (feat. Kerli),093CdtDoy5FVjNMsglRRmi,Karma Fields,1tRsdSvjwp34PDvcmix6SJ,223947,4YtMhT2Ko6FRwQoWcswYss,Build the Cities (feat. Kerli),0,0.00347,0.615,0.738,0.00119,4,0.18,-5.389,0,0.0407,112.002,0.0585
Anime Bae,3da2QtJjDdQ0K5aE2MG5B4,Sushi Killer,4dljuICglLYdFmk4dXtfUa,230199,6KCiwJ61w9rsDOg5t1RRsQ,Anime Bae,0,0.018,0.538,0.874,0.00102,4,0.0763,-4.294,1,0.0904,145.143,0.294
Clockwork,0kT3RBdCDEqxjfRcFhdNmO,Grant Bowtie,3jnJamJbsFzvFbEu58aPss,195169,0pNudiGi9RDmRum6DmXGvg,Clockwork,0,0.339,0.447,0.745,0.00834,2,0.196,-6.254,0,0.0522,149.992,0.783
High Tide,4RHCtG2OVqafEOGzcGpRGo,Grant Bowtie,3jnJamJbsFzvFbEu58aPss,214109,5XAiCKoVDBPx71rMRD0ynk,High Tide,0,0.144,0.575,0.798,0.00128,8,0.101,-3.962,0,0.0307,102.077,0.276
Cloud Nine,60rJ0Ae37c3Av6EuoKS4n9,Grant Bowtie,3jnJamJbsFzvFbEu58aPss,211481,3Zv7maR2hRGoIp3WWP18mW,Cloud Nine,0,0.0869,0.434,0.934,0.136,8,0.307,-2.898,1,0.344,160.112,0.492
Wildflower,2SxXXza46ChUhsSiqkurJo,The Avalanches,3C8RpaI3Go0yFF9whvKoED,273253,1iSh2Hq0bu7M8UUWM37yWz,If I Was A Folkstar,1,0.555,0.67,0.915,0.85,10,0.0962,-8.051,1,0.0461,123.179,0.901
Black Sands,5m1RkwKeU7MV0Ni6PH2lPy,Bonobo,0cmWgDlu9CwTgxPhf403hb,284800,6vcd0sKmiioXQKbcZPr7gq,Stay The Same,51,0.551,0.589,0.557,0.151,1,0.106,-7.493,0,0.0421,99.987,0.545
Classics,2n5wpk7KaHpp3mgUYqpF4f,Ratatat,57dN52uHvrHOxijzpIgu3E,226533,5ZrrXIYTvjXPKVQMjqaumR,Loud Pipes,60,0.109,0.718,0.703,0.822,7,0.208,-7.162,0,0.0382,87.975,0.858
Classics,2n5wpk7KaHpp3mgUYqpF4f,Ratatat,57dN52uHvrHOxijzpIgu3E,260173,4EBisBBehGON4ESJsNZBsP,Wildcat,55,0.0479,0.703,0.718,0.432,1,0.0415,-7.522,1,0.0669,115.993,0.785
You're Dead!,29luvT98TnqHjVDYSRbbrj,Flying Lotus,29XOeO6KIWxGthejQqn793,160136,79gyBvPc2zj3oIrhI50Eag,"Coronus, the Terminator",45,0.19,0.438,0.529,0.0474,2,0.138,-6.158,0,0.0355,79.929,0.294
Until The Quiet Comes,40aG9ahuLnAv96yoFG75Uy,Flying Lotus,29XOeO6KIWxGthejQqn793,183632,76MV7OyHilsf3lSjVnkBl3,Tiny Tortures,35,0.609,0.861,0.445,0.848,8,0.213,-12.116,0,0.241,151.076,0.259
Until The Quiet Comes,40aG9ahuLnAv96yoFG75Uy,Flying Lotus,29XOeO6KIWxGthejQqn793,173687,3Qucz2EpOkNo1rx6tKUQlC,Putty Boy Strut,38,0.103,0.723,0.432,0.218,1,0.0883,-7.891,1,0.418,163.973,0.711
Torches,7Kmmw7Z5D2UD5MVwdm10sT,Foster The People,7gP3bB2nilZXLfPHJhMdvc,238786,3u1Er1rkjn1oSz1xdZH3ZD,Call It What You Want,64,0.0483,0.641,0.967,0.000276,5,0.442,-4.289,0,0.0601,113.017,0.725
Torches,7Kmmw7Z5D2UD5MVwdm10sT,Foster The People,7gP3bB2nilZXLfPHJhMdvc,202466,5Fli1xRi01bvCjsZvKWro0,Houdini,70,0.00762,0.632,0.908,0.000172,8,0.167,-3.511,1,0.0458,110.024,0.764
Supermodel,22cFcAQkydpTzeSKQZEKv0,Foster The People,7gP3bB2nilZXLfPHJhMdvc,267826,7tvOve5IkjYenvqScZ75iQ,Best Friend,60,0.00933,0.651,0.866,0.0,1,0.113,-3.831,1,0.0584,113.945,0.801
Oracular Spectacular,6mm1Skz3JE6AXneya9Nyiv,MGMT,0SwO7SWeDHJijQ3XNS7xEE,229640,3FtYbEfBqAlGO46NUDQSAt,Electric Feel,78,0.0714,0.763,0.807,0.28,1,0.348,-3.714,1,0.035,103.038,0.559
Oracular Spectacular,6mm1Skz3JE6AXneya9Nyiv,MGMT,0SwO7SWeDHJijQ3XNS7xEE,302840,1jJci4qxiYcOHhQR247rEU,Kids,77,0.00076,0.451,0.931,0.0049,9,0.361,-3.871,1,0.0719,122.961,0.172
Hector's Mix Tape,0QluVU5ReXs7oI1ZyS101F,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,177400,3InbeZjHjrCOZKAwq8QR0E,I Can Talk,40,3.12e-05,0.479,0.724,0.096,9,0.217,-5.248,0,0.213,162.965,0.671
Electracoustic (Electronic Acoustic),5EGOZe9BcPZQ7W6IiAkZQg,Peter Bjorn and John,6u11Qbko2N2hP4lTBYjX86,281120,2C05mj3y2hFJHJPlSI1vGo,Young Folks,5,0.0163,0.698,0.746,0.000803,0,0.116,-7.986,1,0.0382,138.137,0.638
"Hurry up, We're Dreaming",5lZrn6dy53gXNatTjgiIoi,M83,63MQldklfxkjYDoUE4Tppz,243960,29U1azNyQN2vSqIquF9srD,Midnight City,9,0.0182,0.507,0.729,1.4e-06,11,0.0658,-5.399,0,0.0393,105.013,0.272
New Eyes,0dNt3MfPrvj6mHmajSuahw,Clean Bandit,6MDME20pz9RveH9rEXvrOM,227833,61dCUoMCg28qEBzrW6htYM,Rather Be (feat. Jess Glynne),69,0.162,0.799,0.586,2.03e-06,11,0.193,-6.735,1,0.0377,120.97,0.549
Hotel Cabana (Deluxe Version),6ubgnzYckmWTNuCpc5Di5i,Naughty Boy,1bT7m67vi78r2oqvxrP3X5,222200,3wPPWcVuinAU7dXcJXtCID,La La La,68,0.107,0.772,0.65,1.13e-06,6,0.0905,-5.202,0,0.0306,125.082,0.262
Kindred,5vHUSuZ5xizxS3zfr3SKkq,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,230973,7GyDcM22nxCJHcQa11fbYk,Where the Sky Hangs,54,0.0336,0.819,0.681,2.08e-06,8,0.1,-6.423,1,0.0308,108.989,0.93
Ten,5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,292580,6QewNVIDKdSl8Y3ycuHIei,Even Flow,76,0.00178,0.394,0.944,4.54e-06,10,0.298,-6.506,0,0.0761,105.338,0.265
Ten,5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,340907,1L94M3KIu7QluZe63g64rv,Alive,76,0.00752,0.284,0.875,0.000461,11,0.402,-6.069,0,0.0422,75.009,0.595
Led Zeppelin II,70lQYZtypdCALtFVlQAcvx,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,263333,3MODES4TNtygekLl146Dxd,Ramble On - 1990 Remaster,71,0.072,0.468,0.607,0.000852,9,0.225,-11.367,1,0.0336,98.429,0.886
Led Zeppelin II,70lQYZtypdCALtFVlQAcvx,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,333893,0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,77,0.0484,0.412,0.902,0.131,9,0.405,-11.6,1,0.405,89.74,0.422
Led Zeppelin IV,1Ugdi2OTxKopVVqsprp5pb,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,478173,51pQ7vY7WXzxskwloaeqyj,Stairway to Heaven - 1990 Remaster,70,0.575,0.346,0.335,0.00674,7,0.185,-12.453,1,0.0339,84.204,0.213
High Voltage,19AUoKWRAaQYrggVvdQnqq,AC/DC,711MCceyCBcFnzjGY4Q7Un,214666,7LRMbd3LEoV5wZJvXT1Lwb,T.N.T.,79,0.153,0.754,0.759,0.000114,9,0.101,-5.218,1,0.302,126.367,0.435
The Razors Edge,4vu7F6h90Br1ZtYYaqfITy,AC/DC,711MCceyCBcFnzjGY4Q7Un,292880,57bgtoPSgt236HzfBOd8kj,Thunderstruck,82,0.000147,0.501,0.889,0.0114,4,0.217,-5.175,1,0.0364,133.519,0.257
Highway to Hell,10v912xgTZbjAtYfyKWJCS,AC/DC,711MCceyCBcFnzjGY4Q7Un,208400,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,84,0.0591,0.573,0.913,0.00173,6,0.156,-4.793,0,0.132,115.715,0.422
Back In Black,6mUdeDZCsExyJLMdAfDuwh,AC/DC,711MCceyCBcFnzjGY4Q7Un,255493,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,84,0.011,0.31,0.7,0.00965,9,0.0828,-5.678,1,0.047,188.386,0.763
Who Made Who,07EFoHHspqSwsmkbnWaB4A,AC/DC,711MCceyCBcFnzjGY4Q7Un,210880,6yl8Es1tCYD9WdSkeVLFw4,You Shook Me All Night Long,74,0.00224,0.529,0.768,0.000685,7,0.297,-5.51,1,0.0566,127.316,0.769
Ten,5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,318226,62nQ8UZVqR2RMvkJHkcO2o,Jeremy,74,0.0404,0.285,0.846,0.0,2,0.182,-6.472,1,0.0438,108.808,0.287
Ten,5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,342653,5Xak5fmy089t0FYmh3VJiY,Black,75,0.323,0.36,0.684,0.0,4,0.34,-6.457,0,0.0308,77.15,0.2
Dreamboat Annie,2N0AgtWbCmVoNUl2GN1opH,Heart,34jw2BbxjoYalTp8cJFCPv,293440,5zH710lFSLtkHbMkslLDjR,Crazy On You,67,0.116,0.427,0.459,0.000103,9,0.132,-12.442,0,0.0332,129.878,0.383
Little Queen,2kQfdicVfZex5ngOOLiIDy,Heart,34jw2BbxjoYalTp8cJFCPv,262853,27BiHcQDEkxVn69zy1t3Es,Barracuda,1,0.00368,0.51,0.926,0.0365,4,0.137,-4.073,0,0.0613,137.374,0.6
Leftoverture,7MejfRSNnrpcLZIxkeZDqR,Kansas,2hl0xAkS2AIRAu23TVMBG1,323000,4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,76,0.00316,0.483,0.786,8.86e-05,7,0.446,-5.735,1,0.0319,126.748,0.793
Steppenwolf,6GLHwIp1K3u1zdLOdPRG0W,Steppenwolf,1WRM9i067hd2ujxxi8FI3m,210373,63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,74,0.262,0.438,0.71,0.537,2,0.221,-12.412,1,0.0919,145.928,0.53
Experience Hendrix: The Best Of Jimi Hendrix,2vfiwvlxOBNBohRXfvlMtY,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,171426,4BYGxv4rxSNcTgT3DsFB9o,Purple Haze,55,0.00627,0.529,0.898,0.728,2,0.0668,-5.249,1,0.0786,108.599,0.434
Experience Hendrix: The Best Of Jimi Hendrix,2vfiwvlxOBNBohRXfvlMtY,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,209813,3VMMmMR4IYL28n7oKHyUoD,Hey Joe,52,0.00351,0.349,0.757,0.329,9,0.0332,-5.659,1,0.0359,166.717,0.569
"Echoes, Silence, Patience & Grace",3ilXDEG0xiajK8AbqboeJz,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,269373,7x8dCjCr0x6x2lXKujYD34,The Pretender,78,0.000917,0.433,0.959,0.0,9,0.028,-4.04,1,0.0431,172.984,0.365
The Colour And The Shape,30ly6F6Xl0TKmyBCU50Khv,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,250546,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,78,5.96e-05,0.412,0.882,0.00031,11,0.0805,-5.54,0,0.0369,158.066,0.356
