album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Born Sinner,1NfrmcXk8xNennyxQ57JcW,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,271813,5u89YD9CJMFVfFqUoeGy2P,New York Times,57,0.291,0.365,0.655,0.00037,8,0.164,-6.957,1,0.311,171.333,0.31
Cole World: The Sideline Story,4skqOUXyBUnzxVPNPxrGWV,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,225960,20wR5XQpaL1uvVY8gmc4uY,Can't Get Enough,6,0.139,0.768,0.62,0.0,2,0.521,-7.399,1,0.0658,132.035,0.589
Cole World: The Sideline Story,4skqOUXyBUnzxVPNPxrGWV,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,283066,7nWxZ1OWN4gtVH1mplNRxV,Dollar and a Dream III,0,0.516,0.42,0.726,0.0,3,0.0907,-7.113,0,0.415,76.585,0.316
4 Your Eyez Only,71DEqZQPK1OhGtZ9bNtbcc,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,331480,6yIjZliWeKDstbA70wYwm0,Change,3,0.66,0.553,0.523,0.00102,11,0.0964,-10.602,0,0.254,96.113,0.232
4 Your Eyez Only,71DEqZQPK1OhGtZ9bNtbcc,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,209080,63PJEtaDQNx3BfJTqEY39c,She's Mine Pt. 1,1,0.759,0.436,0.21,0.115,2,0.258,-15.099,1,0.0659,139.744,0.0485
4 Your Eyez Only,71DEqZQPK1OhGtZ9bNtbcc,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,278920,2rAtKDT2787d8drfCuoNfY,She's Mine Pt. 2,1,0.774,0.476,0.195,0.00347,2,0.114,-15.176,1,0.113,64.639,0.048
4 Your Eyez Only,71DEqZQPK1OhGtZ9bNtbcc,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,127880,6Czb2BTCg2CMjbKFYNGTap,For Whom The Bell Tolls,1,0.475,0.391,0.403,0.0,10,0.294,-11.002,0,0.0805,74.657,0.179
Get Rich Or Die Tryin',5G5rgQHzdQnw32SI0WjIo5,50 Cent,3q7HBObVc0L8jNeTe5Gofh,193466,7iL6o9tox1zgHpKUfh9vuC,In Da Club,77,0.255,0.899,0.713,0.0,6,0.0708,-2.752,0,0.366,90.051,0.777
Get Rich Or Die Tryin',5G5rgQHzdQnw32SI0WjIo5,50 Cent,3q7HBObVc0L8jNeTe5Gofh,269360,4Jp4T5gbCLQzGz545Jb3NY,High All The Time,51,0.0297,0.66,0.911,0.0,11,0.0696,-1.768,1,0.289,87.311,0.501
Get Rich Or Die Tryin',5G5rgQHzdQnw32SI0WjIo5,50 Cent,3q7HBObVc0L8jNeTe5Gofh,196626,6mcu7D7QuABVwUGDwovOEh,If I Can't,64,0.265,0.886,0.626,0.0,11,0.024,-2.528,0,0.277,93.989,0.856
Live. Places.,3vQAlZLKTfqw58pLB0gwHz,Youngblood Brass Band,5QJZUg9ngYII5FkgAGFgW7,425466,20D61egfxKE9pp3Ffx99Xz,Brooklyn,1,0.0778,0.427,0.879,0.184,5,0.869,-6.474,0,0.24,93.347,0.713
We Like It Here,4GzjQ0xXRlLl78ih481BUi,Snarky Puppy,7ENzCHnmJUr20nUjoZ0zZ1,645720,68d6ZfyMUYURol2y15Ta2Y,Lingus,54,0.147,0.457,0.776,0.676,9,0.689,-10.238,0,0.142,129.896,0.476
Whiplash (Original Motion Picture Soundtrack),7A0R962haXM0ULFWDlyq7u,John Wasson,3kfJcLXiDvbTG7qMQHVB6c,554889,14NEfQx2TKjP3sPO2MaxJI,Caravan,2,0.00605,0.423,0.748,0.835,8,0.0754,-9.982,1,0.0808,104.054,0.429
Blues & Roots,7EOQggjtK8JCqeRz9IG33e,Charles Mingus,1W8TbFzNS15VwsempfY12H,482959,3rFzc8CLVDZ7OOtFa2jPYP,Moanin',48,0.438,0.488,0.476,0.000279,5,0.11,-10.316,0,0.0497,110.951,0.583
We Like It Here,4GzjQ0xXRlLl78ih481BUi,Snarky Puppy,7ENzCHnmJUr20nUjoZ0zZ1,393053,1BWsQm7kOBjK2aSFYg5HQZ,Shofukan,52,0.0642,0.426,0.754,0.765,4,0.701,-9.125,0,0.074,167.42,0.228
Whiplash (Original Motion Picture Soundtrack),7A0R962haXM0ULFWDlyq7u,Hank Levy,542qEE4zFUrLQjWNMaOrbc,115288,49KJglv5FCTF9FYf8zJd3o,Whiplash,2,0.396,0.591,0.767,0.586,5,0.265,-4.673,1,0.0633,107.578,0.869
Curtis (Expanded Edition),3tgJmEz0R0ZsRSrpwafp4R,Curtis Mayfield,2AV6XDIs32ofIJhkkDevjm,535333,01gDLZsi0j5fWC28FLPNO8,Move on Up - Extended Version,65,0.141,0.584,0.975,0.501,11,0.101,-6.534,0,0.0651,138.341,0.876
Rock With The Hot 8 Brass Band,5a7ojhLaAaeiLqBeS3ej96,Hot 8 Brass Band,1lvVzEkQ4u72rrZ7bNUkcD,535013,7zEoae6QGC00PQodm9WId8,Sexual Healing,1,0.099,0.473,0.588,0.0653,1,0.0532,-3.419,1,0.0651,102.978,0.362
Chet Baker Sings,5JJ779nrbHx0KB2lBrMMa4,Chet Baker,3rxeQlsv0Sc2nyYaZ5W71T,141133,4l9hml2UCnxoNI3yCdL1BW,My Funny Valentine,61,0.941,0.438,0.00756,0.00643,0,0.109,-26.44,0,0.0382,133.32,0.277
We Like It Here,4GzjQ0xXRlLl78ih481BUi,Snarky Puppy,7ENzCHnmJUr20nUjoZ0zZ1,411573,41fiRrzEqGo4pTVqXYrfnz,Sleeper,46,0.0653,0.476,0.719,0.178,5,0.701,-9.451,0,0.091,149.902,0.3
Rock With The Hot 8 Brass Band,5a7ojhLaAaeiLqBeS3ej96,Hot 8 Brass Band,1lvVzEkQ4u72rrZ7bNUkcD,390546,2A8jNnjXdIVZL7ishxTFaZ,What's My Name (Rock With The Hot 8),0,0.424,0.601,0.733,0.023,10,0.319,-4.142,0,0.109,100.292,0.72
The Life And Time Of...,5BXBzcRl6mYw4yKlbNWSTV,Hot 8 Brass Band,1lvVzEkQ4u72rrZ7bNUkcD,253133,6v17POwEhOOqNuhV45CGPT,Ghost Town,0,0.216,0.568,0.681,0.287,1,0.309,-5.66,1,0.121,93.947,0.622
Chet Baker Sings,5JJ779nrbHx0KB2lBrMMa4,Chet Baker,3rxeQlsv0Sc2nyYaZ5W71T,201440,0F845nujLVqCb0XMZCh5Pc,I Fall In Love Too Easily - Vocal Version,65,0.94,0.532,0.0657,0.00488,0,0.0946,-19.136,0,0.0406,128.607,0.292
Mingus Mingus Mingus Mingus Mingus,7i3cnReSEEPTFeeTDiERyh,Charles Mingus,1W8TbFzNS15VwsempfY12H,289970,3oD3ifhUOGAk8UgGo1dVwZ,II B.S. - Edit,1,0.592,0.469,0.535,0.109,0,0.0898,-10.471,1,0.0536,107.133,0.724
Time Out,0nTTEAhCZsbbeplyDMIFuA,The Dave Brubeck Quartet,4iRZAbYvBqnxrbs6K25aJ7,324133,1YQWosTIljIvxAgHWTp7KP,Take Five,66,0.539,0.454,0.26,0.00078,8,0.0675,-13.193,0,0.0401,174.322,0.598
Kind Of Blue (Legacy Edition),4sb0eMpDn3upAFfyi4q2rw,Miles Davis,0kbYTNQb4Pb1rPbbaF0pT4,337733,0aWMVrwxPNYkKmFthzmpRi,Blue in Green,66,0.81,0.421,0.0161,0.0021,2,0.0978,-25.358,0,0.0374,110.926,0.16
groundUP,5py2d8sI1aB6wcCxXU7uKE,Snarky Puppy,7ENzCHnmJUr20nUjoZ0zZ1,542013,0iJeENttrA8iKssJMIbXkK,Young Stuff,0,0.131,0.412,0.49,0.896,5,0.668,-10.754,0,0.045,95.001,0.389
groundUP,5py2d8sI1aB6wcCxXU7uKE,Snarky Puppy,7ENzCHnmJUr20nUjoZ0zZ1,578106,49wGUI3kMeuHv0DhkgKlqt,Binky,0,0.0219,0.534,0.639,0.51,6,0.691,-8.948,0,0.0543,128.614,0.36
We Like It Here,4GzjQ0xXRlLl78ih481BUi,Snarky Puppy,7ENzCHnmJUr20nUjoZ0zZ1,405306,2Jim49nxjnjcTdyCJO4mr6,Outlier,43,0.0176,0.501,0.772,0.821,8,0.7,-9.7,1,0.085,134.912,0.48
The Baron,7hXlLxJOUuZHZyYRrdJQCI,Jamie N Commons,2FsZnS8gQ8jG1HGnPYNlm9,223584,6OWVC6TXnczAnMmdu3JL7d,The Preacher,38,0.2,0.369,0.491,0.0,5,0.156,-7.124,0,0.0372,142.519,0.306
The Walking Dead (AMC’s Original Soundtrack – Vol. 1),6dpT05za5nh7IQWtfBdfEK,Jamie N Commons,2FsZnS8gQ8jG1HGnPYNlm9,117426,3VLdNTLmKpXu79TMCeRbLO,Lead Me Home - The Walking Dead Soundtrack,3,0.795,0.537,0.279,0.000146,6,0.118,-11.028,1,0.0289,104.403,0.168
Rumble And Sway EP,0N8h1NKsNeYZuuze437mxo,Jamie N Commons,2FsZnS8gQ8jG1HGnPYNlm9,185533,5aagC9VbZrcwYUZDhgC8Ej,Rumble And Sway,48,0.106,0.645,0.821,5.38e-05,1,0.137,-4.912,1,0.248,79.986,0.682
Jamie N Commons,15MEGvuBSUO7nLFYOpDY7R,Jamie N Commons,2FsZnS8gQ8jG1HGnPYNlm9,206853,5pQBbNsXy9lUvskwfwq57u,Low Life - Acoustic,0,0.187,0.468,0.459,0.0,11,0.0606,-5.483,0,0.0289,137.566,0.302
The Baron,7hXlLxJOUuZHZyYRrdJQCI,Jamie N Commons,2FsZnS8gQ8jG1HGnPYNlm9,218586,6YB9FPMp66TtLW9eDHcujI,Nina,23,0.171,0.418,0.586,0.0115,1,0.136,-6.395,0,0.0553,176.426,0.454
Innocence & Decadence,58fHuT6aGtC3XquAaCsSC6,Graveyard,0hU5urLse5h1Z0b4zQkovL,275800,7dJVC2wjFU2xZlH5jwWWkQ,Stay for a Song,0,0.979,0.336,0.0259,9.44e-05,2,0.085,-17.945,0,0.0382,87.072,0.0372
Music For The Motion Picture Into The Wild,0iyWxTBrrClm4XW0pz5V7S,Eddie Vedder,0mXTJETA4XUa12MmmXxZJh,236306,4kRGpTEcDdZTAbc645OL2U,Society,13,0.895,0.64,0.33,0.000585,11,0.112,-10.848,0,0.0321,80.706,0.296
Music For The Motion Picture Into The Wild,0iyWxTBrrClm4XW0pz5V7S,Eddie Vedder,0mXTJETA4XUa12MmmXxZJh,156453,20fLC33a0WZKS6nSAv92yy,Rise,3,0.907,0.404,0.584,0.205,7,0.133,-6.861,1,0.0548,173.078,0.55
Music For The Motion Picture Into The Wild,0iyWxTBrrClm4XW0pz5V7S,Eddie Vedder,0mXTJETA4XUa12MmmXxZJh,321760,0Zf5BJahvBQ6yLoCR6fPko,Hard Sun,6,0.0533,0.441,0.828,0.000328,8,0.325,-6.544,1,0.0331,143.395,0.643
In Between Dreams,2B9q4KPjOEYu885Keo9dfX,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,207680,2iXdwVdzA0KrI2Q0iZNJbX,Better Together,77,0.298,0.871,0.346,9.24e-06,5,0.108,-9.481,1,0.0522,110.049,0.659
In Between Dreams,2B9q4KPjOEYu885Keo9dfX,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,183720,1dnXuEuApvuVqQCn0v9McL,"Sitting, Waiting, Wishing",69,0.227,0.766,0.547,1.5e-05,0,0.104,-7.25,1,0.0264,105.01,0.556
In Between Dreams,2B9q4KPjOEYu885Keo9dfX,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,191906,0BgbobvykXxEvxo2HhCuvM,Banana Pancakes,73,0.602,0.814,0.373,1.75e-05,7,0.0931,-8.017,1,0.116,114.55,0.632
Vitalogy,5pd9B3KQWKshHw4lnsSLNy,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,268586,2B98ljvzqpCVgt5reTHq28,Better Man - Remastered,67,0.165,0.445,0.671,1.56e-05,2,0.0791,-7.937,1,0.0387,125.712,0.267
Sigh No More,7GiLJfRPHARQrRJf01P2Tt,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,217986,3pLTOP0G0etiWUknFoRpsr,The Cave,21,0.0606,0.576,0.486,0.000143,4,0.093,-9.364,1,0.0406,141.951,0.337
Backspacer,5pGKourRchGRrTKZxgpNCD,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,215500,2m2dgHoAEZUkmxamsOwyQg,Just Breathe,14,0.721,0.473,0.348,7.42e-05,0,0.0827,-11.1,1,0.0288,107.819,0.283
The Original Albums…Plus,1tqZDKhoWY7xa1JY4Ta6Me,Jim Croce,1R6Hx1tJ2VOUyodEpC12xM,230213,4oW5GocSTgcpbihQbQGX8D,Operator (That's Not The Way It Feels),0,0.763,0.688,0.454,8.56e-06,7,0.0897,-11.649,1,0.0336,129.975,0.831
The Original Albums…Plus,1tqZDKhoWY7xa1JY4Ta6Me,Jim Croce,1R6Hx1tJ2VOUyodEpC12xM,148586,3RKHTaha0FPoaOfpMXpQkJ,Time In A Bottle,3,0.886,0.532,0.154,0.0,2,0.108,-16.841,1,0.038,134.066,0.58
The Definitive Croce,2QdEkhOXvWQnHgyUEIvgV7,Jim Croce,1R6Hx1tJ2VOUyodEpC12xM,190639,4slAb4LDW7puHxO1SxBAtW,I Got a Name,0,0.767,0.53,0.761,0.000135,4,0.0705,-9.719,1,0.0385,86.557,0.688
Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,0m7dZQ6nLNjDI78hBmpG1L,Brother Dege,62r8B0snN5IPw8SwCJTEXR,223213,43JngJ3vMsaTL8SiRwEYQp,Too Old To Die Young,53,0.0477,0.735,0.578,0.00023,2,0.231,-6.329,0,0.0292,111.99,0.736
Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,203506,7BHPGtpuuWWsvE7cCaMuEU,Naive,75,0.0759,0.391,0.808,0.0,8,0.149,-6.209,0,0.0892,100.304,0.737
Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,99226,6ZygaqgtPkiahkiYJhYWhn,Seaside,65,0.705,0.629,0.422,0.0,10,0.124,-8.542,0,0.0411,129.456,0.325
Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,169306,5xoUgPXbMNUmoHU0Enwtwq,She Moves In Her Own Way,72,0.239,0.41,0.803,0.0,7,0.103,-5.363,1,0.0623,153.315,0.814
The Best Of... So Far,0Yjqw4H8s9AL2dn6NzZwHj,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,134906,5g56bV1M2Rr3GaMWrd4WLe,Sofa Song,0,0.0122,0.323,0.941,3.44e-05,8,0.269,-4.333,0,0.151,160.11,0.771
The Best Of... So Far,0Yjqw4H8s9AL2dn6NzZwHj,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,209586,6aLJ6bSpt3TN46raZ6QIx9,Is It Me,0,0.0267,0.314,0.873,3.33e-05,11,0.118,-6.207,1,0.0911,154.8,0.486
The Best Of... So Far,0Yjqw4H8s9AL2dn6NzZwHj,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,155546,4q2VEshiq3kRonkIvflpay,You Don't Love Me,0,0.00381,0.318,0.919,0.0,11,0.127,-4.554,0,0.0595,166.477,0.741
Django Unchained,7ktRP7EEqYfOlTg9mHjIv9,Rob Starr & The Hollywood Singers and Orchestra,7fABSorMTHnVGnxRIA4qmu,238340,5UJGLQP5jfMZ5Ag1PpXO9o,Who Did That to You,42,0.0375,0.542,0.675,0.000221,0,0.369,-4.729,1,0.0258,101.752,0.212
Django Unchained,7ktRP7EEqYfOlTg9mHjIv9,Rob Starr & The Hollywood Singers and Orchestra,7fABSorMTHnVGnxRIA4qmu,260884,5Q0uilamiVtrGSeqVPN9Dn,Freedom,53,0.555,0.619,0.362,1.36e-06,1,0.114,-7.647,0,0.0264,103.028,0.144
Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,233478,3w3y8KPTfNeOKPiqUTakBh,Locked Out of Heaven,78,0.049,0.726,0.698,0.0,5,0.309,-4.165,1,0.0431,143.994,0.867
Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,178560,55h7vJchibLdUkxdlX3fK7,Treasure,76,0.0412,0.874,0.692,7.24e-05,5,0.324,-5.28,0,0.0431,116.017,0.937
The Essential R. Kelly,5ruZPk2RxBoRzzwYswpXXs,R. Kelly,2mxe0TnaNL039ysAj51xPQ,186040,3zSCNTXI7Ed0PiidZVmzIe,Ignition - Remix,64,0.0549,0.778,0.549,0.0,1,0.0724,-6.144,1,0.0473,133.041,0.802
The Essential R. Kelly,5ruZPk2RxBoRzzwYswpXXs,R. Kelly,2mxe0TnaNL039ysAj51xPQ,330600,6w1DBbA8akxHPiBQ6nAyJq,I'm a Flirt Remix (feat. T.I. & T-Pain),64,0.0716,0.835,0.571,0.0,8,0.0604,-4.771,0,0.102,138.038,0.902
The Essential R. Kelly,5ruZPk2RxBoRzzwYswpXXs,R. Kelly,2mxe0TnaNL039ysAj51xPQ,253853,6DlbfXDexJ2sj4aEW5ODWP,Same Girl (with Usher),35,0.488,0.666,0.602,0.0,6,0.0578,-4.407,1,0.173,139.856,0.812
The 20/20 Experience (Deluxe Version),0O82niJ0NpcptYRxogeEZu,Justin Timberlake,31TPClRtHm23RisEBtV3X7,484146,4rHZZAmHpZrA3iH5zx8frV,Mirrors,77,0.234,0.574,0.512,0.0,5,0.0946,-6.664,0,0.0503,76.899,0.512
Justified,6QPkyl04rXwTGlGlcYaRoW,Justin Timberlake,31TPClRtHm23RisEBtV3X7,267266,1AWQoqb9bSvzTjaLralEkT,Rock Your Body,73,0.202,0.891,0.714,0.000234,4,0.0521,-6.055,0,0.14,100.972,0.818
The 20/20 Experience - The Complete Experience,3Xli4SFIUo8GAr4f6yORHr,Justin Timberlake,31TPClRtHm23RisEBtV3X7,326280,7jDrXytETzwnohhLL3J1A0,Suit & Tie,1,0.103,0.795,0.596,0.0,11,0.164,-3.799,0,0.219,101.985,0.357
FutureSex/LoveSounds,51lCQxAHpJHuqvvK0z12zp,Justin Timberlake,31TPClRtHm23RisEBtV3X7,448573,76D83dghHeE2NFedPFD4tf,What Goes Around.../...Comes Around (Interlude),11,0.122,0.687,0.723,0.00102,7,0.573,-4.751,1,0.0709,76.0,0.432
I Don't Mind (feat. Juicy J),5BAqg5IJQ7XFKfdoCiOlJw,Usher,23zg3TcAtWQy7J6upgbUnj,251989,7aXuop4Qambx5Oi3ynsKQr,I Don't Mind (feat. Juicy J),71,0.205,0.87,0.464,0.0,4,0.0902,-8.337,1,0.178,112.974,0.457
Looking 4 Myself (Deluxe Version),4YPSP5Mi5C0vdbgLTaYucB,Usher,23zg3TcAtWQy7J6upgbUnj,232906,6cNajGUxKP53LIg0LzlfQt,Climax,6,0.547,0.647,0.478,2.69e-05,8,0.156,-8.837,1,0.0782,135.877,0.333
Confessions (Expanded Edition),1RM6MGv6bcl6NrAG8PGoZk,Usher,23zg3TcAtWQy7J6upgbUnj,223440,68vgtRHr7iZHpzGpon6Jlo,My Boo,78,0.257,0.662,0.507,0.0,5,0.0465,-8.238,1,0.118,86.412,0.676
Hotline Bling,2rTxwqA6v4lccbPKD31CQI,Drake,3TVXtAsR1Inumwj472S9r4,267023,1UfBAJfmofTffrae5ls6DA,Hotline Bling,10,0.00226,0.893,0.639,0.000315,2,0.0382,-7.857,1,0.0549,134.963,0.579
channel ORANGE (Explicit Version),623Ef2ZEB3Njklix4PC0Rs,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,200746,5mphdlILgAq3vh1MSvAJTS,Thinkin Bout You,72,0.384,0.716,0.349,0.00222,0,0.098,-11.203,1,0.0498,129.795,0.203
channel ORANGE (Explicit Version),623Ef2ZEB3Njklix4PC0Rs,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,194840,6RBAJlxHY9Ulvw2y7yk4aX,Forrest Gump,63,0.0761,0.685,0.404,0.000846,9,0.386,-7.888,1,0.0327,94.988,0.194
Beauty Behind The Madness,28ZKQMoNBB0etKXZ97G2SN,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,213520,6RsWqX8zABZLhZydXxEFOm,Can't Feel My Face,19,0.124,0.702,0.77,0.0,9,0.103,-5.416,0,0.0482,107.951,0.593
Beauty Behind The Madness,28ZKQMoNBB0etKXZ97G2SN,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,242253,25khomWgBVamSdKw7hzm3l,The Hills,15,0.0861,0.356,0.567,0.0,0,0.137,-7.011,0,0.0798,135.553,0.109
Trilogy,7g9RcHiOu1Di3B4Js96Fz5,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,323746,137wbDM4s2ugav7MKO45O9,Wicked Games,8,0.0113,0.409,0.579,5.24e-06,11,0.368,-5.156,0,0.0387,111.426,0.316
Trilogy,7g9RcHiOu1Di3B4Js96Fz5,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,459386,5fEWugSKjh5I5DQHl5tkFc,The Party & The After Party,2,0.46,0.673,0.659,0.0,5,0.117,-7.26,0,0.112,101.804,0.403
R.E.D. (Deluxe Edition),4HPdvrPf9RGfJ2hNYrODpC,Ne-Yo,21E3waRsmPlU7jZsS13rcj,251626,4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),69,0.25,0.664,0.661,0.0,5,0.511,-6.559,1,0.0337,124.917,0.269
In My Own Words,1WO7bigEZckVrkzPBjAsiQ,Ne-Yo,21E3waRsmPlU7jZsS13rcj,207186,4SRqDmPxYX0pUb5B5ut2Ri,So Sick,17,0.246,0.452,0.574,0.0,6,0.189,-8.336,1,0.31,92.791,0.58
Year Of The Gentleman,1nv3KEXZPmcwOXMoLTs1vn,Ne-Yo,21E3waRsmPlU7jZsS13rcj,232000,6glklpxk7EtKIdxA3kYQS5,Miss Independent,11,0.48,0.668,0.673,0.0,1,0.194,-5.714,1,0.145,171.812,0.727
Libra Scale,1HvI9ih0NWqNwqh6iard31,Ne-Yo,21E3waRsmPlU7jZsS13rcj,243226,1mr3SqpaUKSaV2gOyt6hgC,One In A Million,3,0.115,0.761,0.797,2.13e-06,11,0.329,-5.942,1,0.0381,100.023,0.635
Because Of You,48ben69fRtEbMTGqGYU8Qw,Ne-Yo,21E3waRsmPlU7jZsS13rcj,266840,0C80KJWvQWIGjbOiIurV1W,Because Of You,9,0.528,0.81,0.538,0.0,0,0.0951,-5.784,0,0.0356,109.97,0.828
Me Ama - Mama,1XK2eh4rlBW1yiTUzxjSG0,Valesca Popozuda,0IpLJsvZHA1op1pw8GAoPu,230478,6zyL6I6jYjTgNInFigLOEX,Me Ama - Mama,31,0.618,0.542,0.577,0.0,11,0.0884,-9.263,1,0.0424,148.085,0.662
Make Love,5gidFWcfdDFXffy5DDFDhZ,Ines Brasil,2iFjKkOCRwUqRv31DRwUhk,203132,5TKrlEX8tzSgKISp9eKWHz,Make Love,19,0.187,0.845,0.651,0.0,9,0.11,-5.348,0,0.0596,130.03,0.79
Rio super funk (Volume 1),13sDCyVXrSKAKp1sI6rHUS,Dona gigi,1X7c3GRw7avMgsk7jTe9lo,202013,2KGjEzCBxCv7dt9pefTi7e,Os caçadores,0,0.659,0.938,0.88,0.0,9,0.0361,-4.752,1,0.328,129.051,0.914
Rio super funk (Volume 1),13sDCyVXrSKAKp1sI6rHUS,Mc tati quebra baraco,0g9xMkJDlAq1c70qzhn8tF,164226,3i2lwh4ZwTFiVmDWDb9DnC,Atoladinha,0,0.0392,0.906,0.744,1.46e-06,11,0.0413,-7.561,0,0.225,128.068,0.884
Rio super funk (Volume 1),13sDCyVXrSKAKp1sI6rHUS,MC Marcinho,3ZJCmnY5iUo1M0UFFWDXGf,209013,2PSsjdKe42nE7gZYA1c6fu,Rap glamurosa,0,0.0933,0.812,0.796,0.000603,7,0.122,-6.322,1,0.038,130.061,0.96
Baile de Favela,6jp38MF2GHeiWB83rlsQv7,Mc João,0bNbdA9OJv2luvEQDYYyZP,173002,5oNdTrafZ0joNCikz1Vdjd,Baile de Favela,55,0.234,0.832,0.69,0.0,2,0.183,-5.347,1,0.141,130.411,0.596
Kelly Key,44buqXZU1Ii8UfIazuPtkj,Kelly Key,5g0Xoyr7uIlAYCkpgsFhJH,224893,2coxlAb4MdWJ9br51D0qn7,Baba,52,0.0418,0.968,0.6,0.0,11,0.0585,-5.679,0,0.0981,111.951,0.907
"Os Melhores Funks da Furacão 2000, Vol.1",0MnkmMNOqg4MZsipU8MrUF,Os Leleks,48QyoqQgVaSaNJKn6J8Ltb,174565,4UArceAskfrfcttz7GC5kh,Passinho do Volante,39,0.467,0.9,0.864,0.0,2,0.0895,-1.4,0,0.335,129.948,0.872
"Os Melhores Funks da Furacão 2000, Vol.1",0MnkmMNOqg4MZsipU8MrUF,Valesca Popozuda,0IpLJsvZHA1op1pw8GAoPu,222222,0tOjswPFjpqVQXKaT5OwuL,Agora Tô Solteira,50,0.277,0.923,0.891,0.0,11,0.468,-5.694,0,0.159,130.005,0.872
"Tá Tranquilo, Tá Favorável",570Y9gjImTqqZ3tnwcmo5N,MC Bin Laden,2PC0CLpUsoEQPNIZKg2ZX0,251216,1Wsyt5It2PYnht0aDYcNyR,"Tá Tranquilo, Tá Favorável",50,0.584,0.621,0.481,0.0,10,0.106,-5.082,0,0.397,172.397,0.37
Vem Ne Mim,2MFpkPwvZn1UEoPy6niXJg,Vingadora,7mP8fPbxbcw0iLEO47t2lM,159346,5daPObs4UbM8ZGecl0NIVz,Paredão Metralhadora,43,0.37,0.883,0.867,0.0,7,0.234,-2.348,1,0.0733,137.941,0.962
20 Super Sucessos,2kvuhtZySnxgMw0lIoPs1i,Saia Rodada,0xcSCzG87AgHso0rLl4die,198936,2h3iMryGa2sybWNpmaPMeH,Coelhinho,42,0.757,0.743,0.954,0.0,9,0.155,-4.452,1,0.0486,94.884,0.967
Malandramente,23TjtX6Ibz6fbK1pmLhPjC,Dennis DJ,6xlRSRMLgZbsSNd0BMobwy,171692,7DRP2VOMpy1rrk3iYFLCW9,Malandramente,57,0.177,0.91,0.804,0.0,9,0.203,-4.76,0,0.0996,129.929,0.712
Na Ponta Ela Fica,6gF531wpZQpmM84C9vaEjW,Delano,5TmW0cFVEYEbypgTdSNNDn,154026,1OtZIaJBXo3Pe6nfaMsjKT,Na Ponta Ela Fica,58,0.288,0.843,0.569,8.83e-05,7,0.0643,-10.713,1,0.278,95.075,0.947
As Novinha Tão Sensacional,5UcDZv6Po9IvWxnloI6e2h,Mc Romântico,0SzjSwhEyrQikO7g9TkIo0,144000,1sccdFsL9RKiV9AJfxAB3Z,As Novinha Tão Sensacional,45,0.261,0.839,0.719,1.96e-05,1,0.0641,-3.774,1,0.248,95.053,0.598
Mc Kekel,1iCRrZ27im2sPMrcCOkgR9,MC Kekel,2ZXnTEyYopSLCDiz5Z0XIf,165696,5sdnNP8Dsa8hCUkz3BNuG9,Namorar pra Que,45,0.275,0.56,0.604,0.0,6,0.151,-9.292,0,0.361,86.172,0.777
Mc Kekel,1iCRrZ27im2sPMrcCOkgR9,MC Kekel,2ZXnTEyYopSLCDiz5Z0XIf,171240,1LTxGBL6yKtfmW3K8EvbSY,Partiu,54,0.601,0.825,0.83,0.00105,6,0.064,-5.169,1,0.0593,129.911,0.758
