name,id,popularity,duration_ms,album,album_id,artist,artist_id,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
Walking On The Moon - Remastered 2003,4Xgr8IWwGSGyqLjwiwOxqk,12,300826,Reggatta De Blanc (Remastered),4dB2uBf7IEazBMreDVZmB2,The Police,5NGO30tJxFlKixkPSgXcFE,0.0537,0.269,1,0.213,0,0.514,-12.779,0.00142,0.0173,0.34,145.992
"De Do Do Do, De Da Da Da - Remastered 2003",0cDa0cvogF66Dl7gh8yJQI,10,247293,Zenyatta Mondatta (Remastered),7kkbhhchgAk4fY52hixXoz,The Police,5NGO30tJxFlKixkPSgXcFE,0.051,0.855,1,0.239,9,0.78,-8.884,0.06,0.0629,0.523,147.86
Driven To Tears - Remastered 2003,1H7wfRwUGNf4ghRkpYP0hX,1,200533,Zenyatta Mondatta (Remastered),7kkbhhchgAk4fY52hixXoz,The Police,5NGO30tJxFlKixkPSgXcFE,0.0818,0.603,1,0.26,2,0.615,-9.232,0.009,0.103,0.523,158.511
Don't Stand So Close To Me - Remastered 2003,11D6qKfTcfrSnZyuw3D6ud,14,242666,Zenyatta Mondatta (Remastered),7kkbhhchgAk4fY52hixXoz,The Police,5NGO30tJxFlKixkPSgXcFE,0.0606,0.518,1,0.037,2,0.799,-9.414,0.0453,0.00107,0.506,140.309
Every Little Thing She Does Is Magic - Remastered 2003,60HDLY1Dh2Hy9wTVI3WPzO,26,259500,Ghost In The Machine (Remastered),5ghoXlpcDLKp3QNC2mzZ8A,The Police,5NGO30tJxFlKixkPSgXcFE,0.0343,0.429,1,0.128,2,0.558,-9.997,0.121,0.0626,0.768,81.909
Englishman In New York,5wVylZHmBid99XzEsz8Fk7,22,266960,Nothing Like The Sun,4ecNI9MO1rG2p5Q9xUxQ4X,Sting,0Ty63ceoRnnJKVEYP0VQpk,0.0373,0.645,1,0.117,9,0.688,-12.607,0.428,4.75e-05,0.475,102.01
Seven Days,4bD2LHiNWvhTdpctk2U24t,1,278200,Ten Summoner's Tales,6uDCG0Ok65o7xBS2RI2Jeo,Sting,0Ty63ceoRnnJKVEYP0VQpk,0.0339,0.626,1,0.0778,0,0.694,-10.74,0.114,2.82e-05,0.457,92.043
XO,7cpCU3Denug5NGZsSpQl8v,75,213626,XO,305TANxsPTFkiqS4cEilx1,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0288,0.353,1,0.211,2,0.431,-9.753,0.749,0.0,0.377,173.67
My Yard,6ZdQXKPwJkKdHUTY61ZrGJ,34,249493,Catching Tales,1QP3oxvk5vSyubgBWwJCTe,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.101,0.438,0,0.076,6,0.736,-6.952,0.229,0.0,0.649,78.158
Problema Social,2t0DcnzZWqpxbBPiNzk32D,42,253826,Ana E Jorge,3EVU0AnPTXK1scTVMrG8Sm,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,0.255,0.556,0,0.455,9,0.567,-11.043,0.811,0.0,0.333,95.967
Easily,2k9N4caeCIJLOWwWwssrEM,76,210240,A Song For Every Moon,5UFBJXQtytWA9vfaO2DxLx,Bruno Major,0hDjKSKjl1DC7ovYTDJHe8,0.0481,0.357,0,0.144,7,0.772,-8.545,0.491,0.00612,0.256,118.902
St. Patrick's Day,3W93koK957HaoaNHyA3dTm,53,321093,Room For Squares,3yHOaiXecTJVUdn7mApZ48,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0258,0.127,1,0.19,9,0.597,-7.126,0.0502,0.000129,0.439,127.89
P.D.A. (We Just Don't Care),0ZBtXonwjdAbRo2UrD0Efq,59,278760,Once Again,1ZWwFwSKaREGLWxpGiPAoF,John Legend,5y2Xq6xcjJb2jVM54GHK3t,0.0488,0.578,1,0.302,11,0.796,-6.94,0.082,0.0,0.729,111.496
All I Want For Christmas Is You,0NKDY8Q715O9C1VSzaEbgF,0,253388,All I Want For Christmas Is You,1dW0Csci62vGFyeSg8ToM8,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.186,0.486,0,0.148,7,0.659,-11.686,0.693,0.0,0.273,128.047
A Música Mais Triste do Ano,10IhhMK2kwyTHIlAZD8rMw,61,175000,A Música Mais Triste do Ano - Single,4BqvXYL5UCaD47uQ7XjUUA,Luiz Lins,0hWRVPGWjaXcEvg8l65Tx0,0.0573,0.102,1,0.108,10,0.499,-17.645,0.606,0.000733,0.274,110.757
Pessoal Particular - Live,4ukGGSpkNmZyxPWtRZpoF3,42,387720,Músicas Para Churrasco Vol.1 Ao Vivo (Deluxe Edition),3RnUHSj1pNqVeWvQbEvqzI,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,0.0567,0.64,1,0.693,2,0.634,-5.832,0.538,3.46e-05,0.859,112.941
Barco da Alma,7483OKZgUWNQn4iRVzUFMO,19,213373,Baú do Coração,3Mzzcg1TkgwrjFRUFHXmWm,Paulo Novaes,1Ee2vIMGWEMnEqcjJ8nKZ6,0.0536,0.59,1,0.109,7,0.593,-11.527,0.467,0.0,0.39,77.159
Memories of Lu,6wraXkgRHtvuf30qiYecOL,15,251850,Rising Up,30OHiFxuqjWQOLdgHZGuYW,Polock,0dRPyk7hiV4FJxSG1VHf2L,0.0309,0.29,1,0.219,10,0.528,-7.169,0.00759,0.0786,0.669,95.008
We Never Change,5TB6QgrF0RPIxSCGfRDLoe,61,249400,Parachutes,6ZG5lRT77aJ3btmArcykra,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,0.0296,0.122,0,0.105,6,0.434,-10.803,0.533,0.000164,0.286,136.924
Saviour,5jq46e29dGzssyaEzpImgd,42,368318,In My Room,4yVaTn71IU28NA0Et4bRED,Jacob Collier,0QWrMNukfcVOmgEU0FEDyD,0.442,0.796,1,0.63,5,0.491,-10.929,0.525,0.0,0.527,81.102
Junk,7JIRzlqURi3YJx0jMuIPQ2,0,115640,Wingspan (UK Version),4FqFaw9BTntS6dZkk0PNe4,Paul McCartney,4STHEaNw4mPZ2tzheohgXB,0.0366,0.325,1,0.118,9,0.712,-18.754,0.839,0.000118,0.0492,90.684
I Don't Need No Doctor,3VgYGwa03GGyYwKjHtJqrQ,40,269840,That's What I Say (Int'l Online/Yahoo Exclusive),6IgHB6OSrcG3KNWCVknhjy,John Scofield,14RXohtx6NiBGFTW8IdmAK,0.0733,0.758,0,0.0634,11,0.663,-8.504,0.502,0.031,0.545,171.006
Sparks,7D0RhFcb3CrfPuTJ0obrod,65,227093,Parachutes,6ZG5lRT77aJ3btmArcykra,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,0.0283,0.165,1,0.104,1,0.371,-10.506,0.746,0.0517,0.268,102.623
Rosie,5KsLlcmWDoHUoJFzRw14wD,66,240626,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0374,0.759,1,0.116,7,0.758,-6.547,0.489,5.21e-05,0.465,138.902
Let 'Em In - Remastered 2014,37RqEET1SYQaAcHDxDQLZY,53,311880,At The Speed Of Sound (Deluxe / Remastered),3eN0kcFvDvdpjAvv1qZa4D,Wings,3sFhA6G1N0gG1pszb6kk1m,0.0621,0.623,1,0.087,10,0.753,-11.883,0.525,0.295,0.48,87.998
Emoji of a Wave,5ddXMXmXZ2FN4iliTG20nO,66,239666,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0279,0.191,1,0.139,11,0.494,-8.92,0.771,0.000978,0.365,165.766
Summertime Magic,4j3GWI86JvSaF0BLdmgcfF,74,213600,Summer Pack,15k99o4mZJ9mfpQGIOrZ45,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,0.0569,0.125,1,0.106,0,0.76,-7.374,0.0129,0.00351,0.579,100.01
Insano,0do7xMWAaAltVVC39XaBEy,35,177520,Insano,6faOKEBQtHBrBgJDbxHvDK,Jamz,5YupFzC4DRGYbqA0ycWdHN,0.0665,0.833,0,0.312,9,0.529,-7.53,0.423,0.0,0.633,203.375
Tempo de Se Amar,3hCHJAYXLZNOA7gS9IdbNt,38,242346,Síntese,1zBcaUh6e9ITJEIrUQp6vo,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.024,0.204,1,0.29,7,0.577,-12.625,0.625,0.0,0.276,83.03
Peace of Mind,25CuTvCalcaNuIqhRr7pXD,35,219794,Peace of Mind,4nyofPg3hnb9GnQqZAIsX6,It's Different,60ETw93KnLzkysVpiZ3VYA,0.0778,0.178,0,0.0788,9,0.556,-3.505,0.0193,0.000126,0.854,80.055
Liberdade Ou Solidão,4dt6Grusbb975sZcaBZyPE,44,210314,Troco Likes,7pPgZtAzIIBd9rMk3s3MsH,Tiago Iorc,4iWkwAVzssjb8XgxdoOL6M,0.0282,0.178,1,0.104,0,0.473,-14.724,0.874,5.68e-05,0.157,81.188
If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,81,228706,The Diary Of Alicia Keys,6TqRKHLjDu5QZuC8u5Woij,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,0.106,0.166,1,0.104,7,0.609,-9.129,0.603,6.77e-06,0.445,118.393
Wheel,2Jr39bnXx3WOUmdlI4S00f,48,332826,Heavier Things,6WivmTXugLZLmAWnZhlz7g,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0274,0.226,1,0.258,10,0.582,-8.279,0.551,0.000118,0.395,117.179
Natural,0P1V3DJgwQjLCkikkFlBI3,27,235760,Insano,6faOKEBQtHBrBgJDbxHvDK,Jamz,5YupFzC4DRGYbqA0ycWdHN,0.0463,0.602,1,0.11,5,0.705,-8.262,0.366,0.0,0.54,99.885
Beyond,5esPpmrM2AsyDVgOKzWQwU,70,240600,Beyond,0Nu4xhj7NxdUiL0eMy9yoQ,Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,0.106,0.187,1,0.109,6,0.58,-5.4,0.229,0.0,0.687,76.014
Morena (Acoustic Version),5WNKIFHYww0zLmpnNheVjq,46,166000,Morena (Acoustic Version),4lYDCl27Ww01WS553y9v2h,Vitor Kley,4FGcERJWMg8ENOLixwF71U,0.0538,0.688,0,0.145,0,0.657,-5.773,0.497,0.0,0.756,171.988
Me Leva,4Pf4pygB5mb8PtEr1SMK1u,47,196786,Alma,35D8QcaFa5sOLRgyOOK378,Phill Veras,3BwypqKeCj1DVIoEFwoz3S,0.0328,0.294,0,0.0873,9,0.628,-11.813,0.479,0.052,0.345,119.824
Love Thing,4gBS0XqthimHuv2DxR7t0p,39,230133,Crystal Planet,4XKi8M2BX1B3ul0rjzwbY4,Joe Satriani,2yzxX2DI9LFK8VFTyW2zZ8,0.0256,0.319,1,0.121,4,0.451,-7.509,0.0028,0.824,0.525,170.814
The Beautiful Game,71oB7X0NTlrPaGV351oNqv,37,272586,EGO,4soSC3Y3hkAczeDVklfp34,RAC,4AGwPDdh1y8hochNzHy5HC,0.0386,0.451,1,0.1,2,0.443,-6.519,0.374,0.000106,0.643,105.0
Another Kind Of Green - Live In Concert,21Eln1zIL4yA6XNLEd00fc,49,279973,TRY!,0X9bvQYYtrAYdkO4OKtYwz,John Mayer Trio,68xuC1qXRhCUvGd4SSM655,0.0312,0.371,1,0.707,4,0.408,-8.054,0.43,0.00105,0.623,183.202
Fade,3I8zK84KNaifFtk9nP8oO3,18,250253,Fade,48dWLa5qQRVnWOBxrFHGol,Ariel Posen,2eiy8nxhJQnnBYMMXR6u5y,0.0294,0.573,1,0.18,7,0.719,-6.855,0.122,0.000157,0.591,89.011
Helpless,701DK0It9f7iurRnzKvF0y,65,249120,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0268,0.937,0,0.0314,9,0.761,-5.838,0.151,0.00259,0.598,103.978
The Kid,1EnHd2WCExLQN8Iev9mlli,45,198932,The Kid,7wrzrrldWfKj9cw9TVIABG,Adam Jensen,7ymrIsmp4vE7vAtcS12J4D,0.038,0.638,0,0.18,6,0.78,-6.366,0.107,7.55e-05,0.578,127.985
Are We Ready? (Wreck),68qWtYu3Fx7XbIMKIGUZal,0,230853,Gameshow (Deluxe Edition),2pCqhdnKElxpDrlZyLP8u1,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,0.0335,0.71,0,0.355,2,0.603,-5.52,0.00568,0.0122,0.796,93.976
São Gonça,7C1bOiV8Bj0I3YpAnuS8ue,38,256600,Welcome To COPACABANA - The Brazilian Melting Pop,0veFCfLzR5pOgNVXzAXlJQ,Farofa Carioca,0k2zbhJRe1fIVkerm0toyh,0.115,0.603,0,0.119,9,0.639,-5.842,0.208,0.0,0.777,108.017
My One And Only Love,4DxW8MzBUFB1Wpv41DYbM2,36,272173,Interlude,2P3V9N2u2JNGDKXbDU0weF,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.03,0.149,1,0.108,0,0.349,-14.248,0.94,0.000345,0.246,59.396
Jeremy,62nQ8UZVqR2RMvkJHkcO2o,75,318226,Ten,5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,0.0438,0.287,1,0.182,2,0.285,-6.472,0.0404,0.0,0.846,108.808
Internet Porn,7w2ERD7iky98DvglXjb6eV,16,257996,Rising Up,30OHiFxuqjWQOLdgHZGuYW,Polock,0dRPyk7hiV4FJxSG1VHf2L,0.025,0.647,0,0.143,6,0.659,-7.164,0.00269,0.00611,0.626,99.031
Laranja,5rSO4vLLJU6i6mQ5kYQWVq,49,184600,Maria Gadú,60zdKaNDD0nMnM90ndtcGF,Maria Gadú,3uCu2WgyG0Iw50ylOYDSpH,0.0381,0.546,0,0.137,4,0.824,-9.649,0.443,3.16e-05,0.479,97.918
Can't We Be Friends?,7bjlBuHmEOl5XDJloHC3YO,29,214706,"Twentysomething (Special Edition, with bonus track ""God Only Knows"")",6YwcKkG1bEljsv9nyfCtgh,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.0356,0.616,1,0.256,8,0.589,-8.726,0.659,0.000538,0.419,132.692
Strip My Mind,0J3ytriezGZ3KCREfHKDOI,59,259333,Stadium Arcadium,7xl50xr9NDkd3i2kBbzsNZ,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,0.0333,0.262,1,0.111,0,0.387,-5.067,0.0265,3.44e-05,0.653,135.601
Magneto And Titanium Man - 1993 Digital Remaster,1oHJqJn5Y7lwCqZNWEdaMe,42,196200,Venus And Mars,4P12KrXWSN8CspOvIuD4rl,Wings,3sFhA6G1N0gG1pszb6kk1m,0.0396,0.67,1,0.0921,2,0.59,-10.686,0.54,9.54e-06,0.536,130.337
"The Man - From ""King Of Thieves""",6lwtHTczz02g3sdR1fOKiP,43,214059,"The Man (From ""King Of Thieves"")",5v8p2fnta1DfGheprKtjJR,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.0707,0.715,0,0.0926,1,0.742,-5.274,0.0197,0.000576,0.878,110.033
Deixa (feat. Ana Gabriela),3fLqmaO4vvZpFZSZy52VMp,76,176025,Deixa (feat. Ana Gabriela),5y1vdBmkTHZNGCz5qswQzM,Lagum,5D56dZmhE9DgT01XixdHiD,0.0631,0.323,1,0.193,0,0.498,-8.223,0.821,0.0,0.326,81.457
Baby I'm Yours - feat. Irfane,0tZkVZ9DeAa0MNK2gY5NtV,73,215506,By Your Side,6C9yWt9DLFJixQjOZIkaAT,Breakbot,0iui2Be5CP8EWxvHYsVspL,0.0668,0.758,0,0.122,2,0.829,-3.755,0.726,5.83e-06,0.792,118.05
Thinkin Bout You,4iamZDxkLXfBVVaNoHQQaQ,0,225656,The Song Society Playlist,0JVRdMQmeHU8881SksLQK6,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.0316,0.577,0,0.13,7,0.7,-11.716,0.243,0.000724,0.436,131.066
Losing You,4EyL9JMzL8TPBWqGiPfgtQ,31,204479,Interlude,2P3V9N2u2JNGDKXbDU0weF,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.0321,0.235,1,0.133,3,0.434,-15.141,0.894,1.11e-05,0.147,96.893
Frontin' - Live At The BBC / 2004,7dyFc08TnQM450x2C4czZR,44,239453,"Twentysomething (Special Edition, with bonus track ""God Only Knows"")",6YwcKkG1bEljsv9nyfCtgh,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.072,0.447,1,0.318,0,0.554,-8.486,0.393,0.0,0.603,95.567
I Took A Pill In Ibiza,4LmAT3IkWJahf0bE4PhITt,0,269550,The Song Society Playlist,0JVRdMQmeHU8881SksLQK6,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.108,0.732,0,0.117,7,0.827,-9.884,0.504,0.0,0.452,94.717
I Will Be Found (Lost At Sea),05Ez6KwjICkscWQVTsT3f5,61,241346,Paradise Valley,712VoD72K500yLhhgqCyVe,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0243,0.277,1,0.158,5,0.563,-9.073,0.415,0.00305,0.401,139.863
Assassin,6OXt9aSIr4DSxSR3Qjrtgp,55,314853,Battle Studies,1V5vQRMWTNGmqwxY8jMVou,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0485,0.593,0,0.0881,11,0.54,-9.088,0.302,0.000135,0.643,159.929
Badge And Gun,4dnwtykvirYJPQOL0OgL6B,52,192306,Paradise Valley,712VoD72K500yLhhgqCyVe,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0302,0.429,1,0.108,7,0.611,-12.069,0.863,0.0,0.259,128.89
Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,78,215360,Corinne Bailey Rae,141Mp3P2VKHQMhtkW1DyQg,Corinne Bailey Rae,29WzbAQtDnBJF09es0uddn,0.0362,0.542,1,0.133,9,0.739,-7.844,0.167,1.34e-06,0.511,96.038
Love's a Game,1b9FpRqQk07agQgIB3nKWz,50,288693,The Magic Numbers,22V78Zizbqody4GGdF4gLL,The Magic Numbers,0P2q6xyNc2hVFkG3ThjYcJ,0.0329,0.347,0,0.0675,6,0.607,-6.817,0.363,6.75e-05,0.441,162.972
I'm All Over It,0B2QTXkpPPiYtlowvpVTKW,2,219400,The Pursuit,7KlmgeyRd5tZWrkwqJQEfd,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.0347,0.662,1,0.0855,5,0.678,-6.309,0.415,0.0,0.575,124.038
Azul,62ODcIMTYy3Ccn7W02gf4w,43,211800,Azul,1sqTyKxZ8wtFVeC89Mtvqc,Zimbra,11xX6bMCvpstEFOyx8lxYg,0.0267,0.697,1,0.302,9,0.649,-7.413,0.157,0.135,0.523,100.038
Não é um Bolero,4ZGMXn6kUqS8CTVkl3lDuk,54,261640,Vidas Pra Contar,6MIoj7esxtgwgtG8Mh8rcw,Djavan,5rrmaoBXZ7Jcs4Qb77j0YA,0.0378,0.533,1,0.113,9,0.648,-8.16,0.712,1.79e-05,0.506,139.449
It's Strange (feat. K.Flay),2Th9BGKvfZG8bKQSACitwG,66,245581,It's Strange (feat. K.Flay),14qZ1kKG6UoQnBupQTtYRq,Louis The Child,7wg1qvie3KqDNQbAkTdbX0,0.354,0.417,1,0.102,0,0.837,-7.792,0.371,0.0401,0.492,85.951
New Light,3bH4HzoZZFq8UpZmI2AMgV,83,216014,New Light,5fEgDYFPUcvQy21TYoLEZ0,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0326,0.853,1,0.0808,7,0.828,-7.878,0.325,0.0384,0.689,123.931
I Think I Love You Again,40JPKZboUdKRsqwWuJvwkx,0,220000,Spaceship / I Think I Love You Again,2T8jtnqsW8sD9lxyB1G0mK,Aaron Taylor,1evO4fwLsEkkPGq32dCix7,0.0426,0.383,0,0.113,8,0.763,-7.311,0.443,4.51e-06,0.325,64.949
Africa,2374M0fQpWi3dLnB54qaLX,86,295893,Toto IV,62U7xIHcID94o20Of5ea4D,TOTO,0PFtn5NtBbbUNbU9EAmIWF,0.0323,0.732,1,0.0481,9,0.671,-18.064,0.257,7.95e-05,0.373,92.717
Zé do Caroço,76Pcpmj6tcHliNP1XIA3oK,49,251640,Ana E Jorge,3EVU0AnPTXK1scTVMrG8Sm,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,0.0475,0.384,0,0.704,2,0.545,-12.97,0.901,0.0,0.231,116.846
Nice ‘n’ Slow,5BaosqS7y53Y5yjMXMZsqY,40,184777,Dancing Nice 'N Slow: The Greatest Hits Of Jesse Green & 5000 Volts,7fevppTZunhNs1LFCsPFMm,Jesse Green,6F9RWjBvRtYDrlFVW9Ut7M,0.129,0.785,0,0.0639,11,0.634,-12.506,0.141,2.01e-05,0.539,111.281
Don't You Know,3rcqoJSyVm89O0RyoVRSfk,38,550267,In My Room,4yVaTn71IU28NA0Et4bRED,Jacob Collier,0QWrMNukfcVOmgEU0FEDyD,0.0508,0.786,1,0.0732,10,0.655,-12.084,0.416,0.00204,0.596,159.943
Todo mês de maio na maior,4CE0Dzbo8I6YLenSzFteqc,5,253093,Guilherme Arantes (1982),20Ztr7GLy0MbcFlw8Ya4xT,Guilherme Arantes,3LNTNOb2Bhh0g0etnZEyNE,0.0284,0.377,0,0.355,1,0.244,-11.758,0.623,0.00277,0.447,91.034
"Four Out Of Five - Recorded at Electric Lady Studios, New York",4ya6kBUnCe27g0hZM57L1n,48,274968,Spotify Singles,0zKfApbjSv6TcWCvWtJf2q,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,0.0473,0.783,0,0.324,9,0.528,-7.956,0.0334,0.0,0.694,130.006
"Whiskey, Whiskey, Whiskey",50YQFbfIVk2XMnVFKAuuib,56,278666,Born and Raised,6S0BIiWtnqU0PtumXMpin0,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0331,0.185,0,0.135,4,0.414,-9.488,0.294,0.000821,0.421,113.108
"Ela, Ele e Eu",026SJbMpCCfCpVTckZQuQR,37,199520,Síntese,1zBcaUh6e9ITJEIrUQp6vo,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.029,0.263,1,0.0761,9,0.316,-11.573,0.682,0.0,0.276,129.584
"I Don't Trust Myself (With Loving You) - Live at the Nokia Theatre, Los Angeles, CA - December 2007",79H87DHga7uOxkvFRGa4a8,54,524893,Where the Light Is: John Mayer Live In Los Angeles,4Dgxy95K9BWkDUvQPTaYBb,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0346,0.462,0,0.942,9,0.62,-8.266,0.441,0.00571,0.487,83.943
If I Never See Your Face Again,5EQHGvoks3NihOPbDH4YyW,10,201000,It Won't Be Soon Before Long (International Version),1cCm3jwAW9eJtEGyzpxlXY,Maroon 5,04gDigrS5kc9YWfZHwBETP,0.0374,0.936,1,0.281,1,0.745,-2.446,0.017,0.0,0.867,106.006
Fica Tudo Bem,0trB3R0YBk3vGrGm5YSUTv,67,167250,Brasileiro,6r0GYeEO1BddAuBD4eM4cq,Silva,50sftj2oW2iBviA6RkTzsz,0.0724,0.807,1,0.122,3,0.868,-12.973,0.907,0.00151,0.154,120.037
"All Night Long - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",7zV6lcEbkYnRIlztJR14hK,38,298200,Jason Mraz's Beautiful Mess: Live on Earth,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz,4phGZZrJZRo4ElhRtViYdl,0.0884,0.593,1,0.921,1,0.439,-4.014,0.0987,0.0,0.838,108.515
Uncle Albert / Admiral Halsey - Medley / Remastered 2012,5jvwnpJunnIVm1gLLMviGr,1,295146,RAM,03quwfxVOzXduvxgawbLRn,Paul McCartney,4STHEaNw4mPZ2tzheohgXB,0.0344,0.558,1,0.138,7,0.369,-9.692,0.545,0.0807,0.511,91.299
Til the Lights Come On,2aEaXGV93IPTIKWnq6IRkW,19,232335,Go Nuts,25rNiAIAvV0Far7bdXsScG,Rai Thistlethwayte,5hKmTTCxDL9ca2pL5perT9,0.0407,0.968,0,0.114,9,0.788,-4.223,0.0704,1.99e-06,0.888,125.017
Another Day,2IudmEUyzjD5wNHqCb6bRR,33,217800,Another Day,155yFhvx43kSZCUuJ0lsBf,Cory Young,2Q9hV3hL1afFgz6kRegFEg,0.0312,0.666,0,0.142,1,0.829,-8.907,0.495,0.0,0.393,99.976
Suffer,56fPDJha2cUjGKkhBG01TI,44,210680,Nine Track Mind (Deluxe Edition),7E4Zm8sWQgkGyOm2v4d9D4,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,0.0498,0.576,0,0.0742,3,0.58,-7.323,0.75,0.0,0.443,175.938
Brisa,6mGtde5UqYrIVHFdap0sbn,34,219933,Síntese,1zBcaUh6e9ITJEIrUQp6vo,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.0336,0.436,0,0.106,6,0.445,-10.117,0.357,3.26e-06,0.433,116.921
Eu Não Valho Nada - feat. Cynthia Luz,1Ko3CMKQkQJs51ubIM61k9,67,197076,Eu Não Valho Nada (feat. Cynthia Luz),511Et9PDDBj9qlrYttpUgx,Lagum,5D56dZmhE9DgT01XixdHiD,0.11,0.425,1,0.0961,10,0.519,-6.377,0.269,0.0,0.491,129.4
In the Midst of It All,6vPDjg4zuLlJrzgm9vqZCj,60,342603,Beat Tape 2,5IW5ko3B1W5doRD3YH9DV8,Tom Misch,1uiEZYehlNivdK3iQyAbye,0.0468,0.0434,1,0.109,9,0.362,-11.081,0.706,0.139,0.236,88.421
Ventos de Netuno,78TAL6H02gWraLWjvP9qPx,42,166200,Síntese,1zBcaUh6e9ITJEIrUQp6vo,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.0411,0.55,1,0.115,9,0.609,-8.689,0.159,0.000181,0.677,90.111
Love Is In The Picture,7MUSG8BL1SVMv4fyfMPRB3,56,218142,Love Is In The Picture,2D8NA9YspchD0IdlnmNjkw,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.141,0.3,1,0.0901,2,0.52,-9.679,0.72,0.0,0.306,141.491
Stadium Arcadium,4y84ILALZSa4LyP6H7NVjR,60,314773,Stadium Arcadium,7xl50xr9NDkd3i2kBbzsNZ,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,0.0318,0.219,1,0.156,9,0.491,-3.925,0.0236,2.69e-06,0.707,113.474
Oh God,7CpaU4N3bFOuzhhGEgbNlX,26,218320,Catching Tales,1QP3oxvk5vSyubgBWwJCTe,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.0295,0.183,0,0.0925,9,0.337,-9.681,0.74,0.0,0.411,141.899
Wheels,7i34AVwe6LD1RQ3MInjoVt,34,222906,The Pursuit,3aupgxil1PxX0V8gPJ67q5,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.0343,0.202,1,0.0985,11,0.608,-8.174,0.327,0.000844,0.715,139.983
Devil May Care,24FoytuvfAQMFnHBP4t449,25,204240,Pointless Nostalgic,0T4B2RzILZxlRkHd1QbhDz,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,0.0485,0.731,1,0.0536,8,0.72,-12.716,0.494,1.87e-05,0.301,109.32
Freak City,0wPFD7YUJeIxrYyC45iqAy,18,284122,Rising Up,30OHiFxuqjWQOLdgHZGuYW,Polock,0dRPyk7hiV4FJxSG1VHf2L,0.0293,0.646,1,0.0672,7,0.626,-6.074,0.0311,7.19e-05,0.777,114.005
Calendário,0CLOJU0EhFXQWOmJkR8gFy,65,225737,O Tempo É Agora,0yiQu0POzXcfjEB6qBuhtj,ANAVITÓRIA,1sPg5EHuQXTMElpZ4iUgXe,0.0394,0.16,0,0.119,2,0.559,-10.134,0.833,0.0,0.266,137.482
